weekday;day;month;year;time;EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ GERAL FAR (KWh);EA+ GERAL 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ GERAL MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ GERAL PTM (KWh);EA+ GERAL 2 SNT (KWh);EA+ GERAL FMC (KWh)
Wed;28;9;2016;07:15;41.17;22.68;1.88;25.5;12.0;127.78;19.0;86.72;32.0;22.0;6.82;16.0;19.45;38.0;62.0;7.89;43.01;41.0;6.0;15.14;26.0
Wed;28;9;2016;07:30;42.26;23.5;1.67;25.5;12.0;127.18;18.0;86.65;32.0;20.0;6.83;13.0;18.01;39.0;62.0;8.03;42.18;36.0;7.0;15.08;25.0
Wed;28;9;2016;07:45;43.86;25.03;1.88;25.0;14.0;126.83;21.0;86.04;33.0;21.0;6.84;14.0;18.1;39.0;62.0;8.03;42.09;41.0;6.0;15.08;25.0
Wed;28;9;2016;08:00;41.64;21.98;1.72;25.5;13.0;129.87;18.0;86.99;32.0;22.0;6.85;14.0;21.14;38.0;62.0;9.79;38.17;40.0;7.0;15.05;25.0
Wed;28;9;2016;08:15;43.81;24.62;1.79;25.2;12.0;128.45;19.0;87.56;32.0;19.0;6.86;15.0;19.72;39.0;62.0;10.15;39.77;41.0;6.0;15.15;25.0
Wed;28;9;2016;08:30;43.26;23.43;1.78;25.5;14.0;131.4;21.0;87.86;32.0;23.0;6.87;14.0;19.63;39.0;62.0;9.53;41.75;40.0;7.0;22.54;25.0
Wed;28;9;2016;08:45;44.09;22.24;1.72;25.3;12.0;128.76;20.0;88.34;33.0;23.0;6.88;15.0;19.87;39.0;63.0;9.33;42.59;41.0;6.0;27.34;26.0
Wed;28;9;2016;09:00;47.0;24.39;1.88;25.5;13.0;131.94;22.0;91.29;33.0;20.0;6.89;15.5;24.34;39.0;62.0;8.7;42.36;40.0;8.0;23.55;26.0
Wed;28;9;2016;09:15;44.02;22.96;1.68;25.5;13.0;122.39;21.0;89.79;33.0;24.0;6.9;15.5;28.75;39.0;62.0;9.24;43.28;41.0;8.0;16.36;27.0
Wed;28;9;2016;09:30;45.95;24.27;1.88;25.2;13.0;134.48;20.0;89.16;33.0;23.0;6.91;15.5;29.7;39.0;62.0;9.4;42.33;41.0;9.0;14.77;28.0
Wed;28;9;2016;09:45;46.48;24.76;1.67;25.3;14.0;138.82;23.0;90.23;33.0;23.0;6.92;15.5;29.79;38.0;63.0;8.99;39.31;41.0;9.0;14.72;28.0
Wed;28;9;2016;10:00;45.41;22.14;1.88;25.5;13.0;147.0;22.0;93.78;33.0;24.0;6.93;16.5;30.39;40.0;63.0;9.05;38.51;41.0;8.0;14.77;27.0
Wed;28;9;2016;10:15;47.68;24.55;1.67;25.2;14.0;152.2;23.0;97.02;32.0;22.0;6.94;18.5;29.9;39.0;62.0;9.36;41.71;42.0;9.0;14.81;27.0
Wed;28;9;2016;10:30;46.29;23.25;1.89;25.3;14.0;150.26;21.0;93.78;33.0;22.0;6.95;18.0;29.93;40.0;62.0;8.8;44.1;43.0;9.0;17.43;29.0
Wed;28;9;2016;10:45;46.39;23.54;1.67;25.5;13.0;131.62;22.0;92.37;33.0;24.0;6.96;18.0;30.08;27.0;63.0;9.19;43.24;33.0;10.0;22.57;27.0
Wed;28;9;2016;11:00;48.01;25.07;1.89;25.5;14.0;129.14;24.0;90.78;33.0;23.0;6.97;18.0;31.02;41.0;62.0;9.39;43.14;43.0;9.0;22.46;28.0
Wed;28;9;2016;11:15;45.84;22.62;1.67;25.5;15.0;129.99;24.0;93.48;33.0;21.0;6.98;17.0;30.59;40.0;63.0;9.07;43.14;46.0;10.0;22.08;28.0
Wed;28;9;2016;11:30;48.6;25.17;1.89;25.2;14.0;127.15;23.0;94.57;33.0;25.0;6.99;18.0;30.75;26.0;63.0;9.15;43.36;36.0;10.0;18.0;27.0
Wed;28;9;2016;11:45;47.65;23.93;1.81;25.3;14.0;129.03;24.0;92.58;34.0;24.0;7.0;18.0;30.87;40.0;62.0;9.44;43.05;42.0;10.0;22.59;29.0
Wed;28;9;2016;12:00;46.53;23.66;1.75;25.5;15.0;129.55;24.0;92.85;34.0;24.0;7.01;18.0;35.67;41.0;63.0;9.39;43.7;45.0;9.0;22.8;27.0
Wed;28;9;2016;12:15;49.09;25.17;1.91;25.5;15.0;140.2;23.0;95.14;33.0;22.0;7.02;15.5;31.08;38.0;63.0;8.83;42.74;44.0;9.0;19.17;28.0
Wed;28;9;2016;12:30;46.33;23.57;1.66;25.5;14.0;138.3;24.0;97.47;33.0;23.0;7.03;15.5;33.89;40.0;63.0;9.07;43.67;42.0;9.0;22.96;28.0
Wed;28;9;2016;12:45;46.53;24.14;1.9;25.2;15.0;134.58;23.0;93.57;31.0;24.0;7.04;14.5;32.82;40.0;63.0;9.54;42.72;42.0;9.0;23.54;27.0
Wed;28;9;2016;13:00;47.65;24.91;1.67;25.3;15.0;134.98;24.0;93.48;33.0;24.0;7.05;15.0;36.7;38.0;62.0;8.95;43.13;44.0;9.0;23.52;27.0
Wed;28;9;2016;13:15;44.46;24.43;1.9;25.5;15.0;134.9;23.0;94.74;33.0;25.0;7.06;15.5;31.54;39.0;65.0;8.93;43.19;44.0;9.0;18.81;28.0
Wed;28;9;2016;13:30;47.58;24.2;1.74;25.5;15.0;135.16;24.0;93.59;33.0;24.0;7.07;14.5;36.35;40.0;64.0;9.37;43.06;43.0;8.0;23.32;29.0
Wed;28;9;2016;13:45;46.28;25.24;1.84;25.2;15.0;131.11;22.0;94.66;33.0;24.0;7.08;15.0;35.7;40.0;64.0;9.38;44.17;45.0;9.0;23.27;28.0
Wed;28;9;2016;14:00;45.34;23.24;1.84;25.5;16.0;136.31;24.0;93.51;32.0;26.0;7.09;15.5;33.32;40.0;64.0;8.33;42.65;44.0;10.0;20.67;28.0
Wed;28;9;2016;14:15;47.18;24.36;1.74;25.3;15.0;143.37;24.0;97.43;33.0;25.0;7.1;15.0;38.76;40.0;69.0;9.02;43.69;44.0;10.0;22.23;29.0
Wed;28;9;2016;14:30;45.26;26.18;1.92;25.5;16.0;145.14;23.0;99.58;33.0;25.0;7.11;16.0;36.07;32.0;67.0;9.04;44.05;35.0;11.0;23.74;28.0
Wed;28;9;2016;14:45;47.86;26.13;1.66;25.5;15.0;139.38;23.0;97.56;33.0;25.0;7.12;16.0;35.48;32.0;66.0;9.41;43.61;38.0;10.0;23.81;28.0
Wed;28;9;2016;15:00;46.82;24.44;1.93;25.2;16.0;136.0;23.0;96.17;33.0;25.0;7.13;19.0;38.73;32.0;63.0;8.58;43.73;39.0;11.0;23.87;28.0
Wed;28;9;2016;15:15;46.36;25.37;1.66;25.3;16.0;135.4;24.0;95.18;33.0;26.0;7.14;18.0;39.55;43.0;68.0;9.38;43.54;52.0;10.0;20.3;29.0
Wed;28;9;2016;15:30;48.06;25.24;1.89;25.5;16.0;134.82;23.0;96.9;34.0;25.0;7.15;17.0;33.42;39.0;68.0;9.43;43.55;47.0;10.0;23.85;29.0
Wed;28;9;2016;15:45;45.46;23.99;1.82;25.5;16.0;136.13;24.0;95.72;34.0;25.0;7.16;18.0;38.36;41.0;68.0;9.4;43.4;47.0;10.0;23.71;29.0
Wed;28;9;2016;16:00;47.27;25.44;1.74;25.5;16.0;137.31;24.0;96.4;34.0;25.0;7.17;18.0;39.67;40.0;63.0;8.78;43.8;47.0;10.0;23.67;29.0
Wed;28;9;2016;16:15;45.42;25.29;1.91;25.2;16.0;136.89;22.0;94.21;34.0;25.0;7.18;18.0;32.28;40.0;66.0;9.18;42.83;47.0;10.0;24.18;29.0
Wed;28;9;2016;16:30;45.43;23.96;1.67;25.3;16.0;127.38;22.0;89.56;34.0;25.0;7.19;17.5;37.7;40.0;67.0;9.36;43.93;46.0;10.0;23.65;26.0
Wed;28;9;2016;16:45;46.67;25.18;1.91;25.5;17.0;121.83;22.0;94.35;33.0;25.0;7.2;18.5;38.96;39.0;71.0;9.35;43.15;47.0;10.0;23.95;28.0
Wed;28;9;2016;17:00;44.05;25.93;1.67;25.5;17.0;149.21;24.0;96.36;34.0;25.0;7.21;15.0;36.4;40.0;63.0;9.34;44.46;46.0;10.0;23.88;30.0
Wed;28;9;2016;17:15;46.39;23.61;1.89;25.5;16.0;147.1;23.0;99.16;34.0;24.0;7.22;15.0;34.27;39.0;66.0;8.56;43.66;46.0;9.0;24.34;29.0
Wed;28;9;2016;17:30;45.17;25.68;1.73;25.2;16.0;144.72;23.0;98.77;33.0;25.0;7.23;15.0;36.96;40.0;66.0;9.35;45.19;44.0;9.0;24.06;26.0
Wed;28;9;2016;17:45;45.31;25.12;1.82;25.3;17.0;133.56;22.0;92.28;34.0;25.0;7.24;15.0;31.2;40.0;70.0;9.35;46.21;44.0;8.4;23.98;28.0
Wed;28;9;2016;18:00;44.07;24.49;1.87;25.5;16.0;134.37;21.0;89.99;33.0;25.0;7.25;14.5;29.14;40.0;67.0;9.51;43.75;44.0;8.4;27.29;28.0
Wed;28;9;2016;18:15;42.76;24.35;1.69;25.2;16.0;136.7;23.0;89.0;33.0;24.0;7.25;14.5;22.23;41.0;65.0;8.61;42.99;45.0;8.4;32.54;26.0
Wed;28;9;2016;18:30;44.82;25.67;1.9;25.3;16.0;135.96;19.0;86.62;33.0;24.0;7.26;15.0;22.96;40.0;64.0;9.24;40.95;48.0;8.4;31.25;28.0
Wed;28;9;2016;18:45;42.13;23.4;1.66;25.2;16.0;135.59;22.0;87.8;31.0;24.0;7.27;14.5;23.16;41.0;67.0;9.22;42.24;46.0;8.4;29.23;28.0
Wed;28;9;2016;19:00;43.94;25.43;1.86;25.3;15.0;133.69;22.0;86.89;32.0;24.0;7.28;14.5;21.27;39.0;68.0;9.32;40.71;42.0;9.0;32.77;26.0
Wed;28;9;2016;19:15;44.31;24.61;1.67;25.5;16.0;133.7;21.0;87.85;33.0;22.0;7.29;15.0;20.88;41.0;66.0;8.28;41.3;43.0;8.0;32.72;26.0
Wed;28;9;2016;19:30;41.8;23.86;1.86;25.0;15.0;135.12;22.0;87.77;32.0;22.0;7.3;15.0;20.92;38.0;65.0;8.99;40.47;44.0;8.0;32.33;27.0
Wed;28;9;2016;19:45;45.11;24.97;1.67;25.5;16.0;132.07;22.0;87.4;32.0;23.0;7.31;17.0;21.05;40.0;63.0;9.01;40.74;42.0;8.0;32.32;26.0
Wed;28;9;2016;20:00;42.56;24.99;1.87;25.0;14.0;132.28;22.0;89.47;33.0;20.0;7.32;17.0;21.31;38.0;66.0;9.02;41.33;43.0;9.0;28.73;27.0
Wed;28;9;2016;20:15;42.64;23.42;1.71;25.5;15.0;135.03;21.0;93.72;30.0;22.0;7.33;17.0;19.1;40.0;68.0;8.25;40.92;43.0;8.0;31.92;25.0
Wed;28;9;2016;20:30;44.49;24.66;1.82;25.2;14.0;128.22;21.0;92.17;33.0;23.0;7.34;16.0;21.28;38.0;67.0;9.0;41.36;43.0;8.0;32.29;26.0
Wed;28;9;2016;20:45;42.5;24.46;1.85;25.3;15.0;131.12;22.0;86.97;32.0;20.0;7.35;16.5;17.09;40.0;64.0;9.0;40.29;43.0;9.0;30.99;27.0
Wed;28;9;2016;21:00;43.57;24.29;1.71;25.0;13.0;133.94;20.0;88.47;32.0;22.0;7.36;16.5;22.05;39.0;65.0;8.86;40.72;42.0;8.0;28.15;25.0
Wed;28;9;2016;21:15;44.68;24.79;1.87;25.5;15.0;128.6;21.0;87.35;33.0;23.0;7.37;16.5;17.21;41.0;64.0;8.43;40.43;44.0;8.0;29.23;26.0
Wed;28;9;2016;21:30;41.72;23.65;1.67;25.2;15.0;131.37;22.0;87.53;31.0;19.0;7.38;16.5;19.45;39.0;64.0;9.03;40.74;42.0;8.0;31.18;27.0
Wed;28;9;2016;21:45;42.29;23.84;1.87;25.3;14.0;133.61;21.0;88.47;32.0;23.0;7.39;15.0;20.73;40.0;65.0;9.01;39.45;43.0;9.0;28.09;26.0
Wed;28;9;2016;22:00;41.99;25.44;1.66;25.2;15.0;128.69;21.0;88.75;32.0;22.0;7.4;14.0;16.75;40.0;64.0;8.81;36.88;42.0;8.0;28.26;25.0
Wed;28;9;2016;22:15;40.62;23.05;1.88;25.3;13.0;133.05;20.0;88.82;32.0;20.0;7.41;14.5;18.68;41.0;67.0;8.4;30.98;43.0;8.0;30.59;27.0
Wed;28;9;2016;22:30;43.94;25.02;1.67;25.0;15.0;133.27;22.0;88.91;33.0;22.0;7.42;13.5;13.91;39.0;67.0;8.98;32.97;42.0;8.0;28.04;27.0
Wed;28;9;2016;22:45;41.55;23.94;1.89;25.5;14.0;125.75;22.0;87.85;30.0;22.0;7.43;14.0;20.48;38.0;65.0;9.05;34.63;42.0;8.0;28.01;25.0
Wed;28;9;2016;23:00;40.36;23.03;1.7;25.2;14.0;130.41;20.0;87.88;32.0;19.0;7.44;14.0;16.86;40.0;62.0;8.9;33.18;42.0;9.0;27.88;26.0
Wed;28;9;2016;23:15;43.28;24.65;1.83;25.3;14.0;132.25;20.0;87.69;32.0;23.0;7.45;14.0;19.99;39.0;64.0;8.47;36.27;44.0;8.0;28.07;27.0
Wed;28;9;2016;23:30;43.98;23.91;1.84;25.0;15.0;126.67;21.0;86.88;32.0;22.0;7.46;14.0;17.86;40.0;63.0;9.03;33.21;43.0;8.0;27.85;26.0
Wed;28;9;2016;23:45;43.08;24.81;1.72;25.5;13.0;131.78;20.0;86.3;32.0;22.0;7.47;14.0;17.88;38.0;64.0;9.0;37.16;43.0;7.0;27.95;25.0
Thu;29;9;2016;00:00;43.17;24.43;1.9;25.2;15.0;131.66;21.0;89.4;31.0;22.0;7.48;14.0;19.39;39.0;62.0;9.01;34.81;43.0;8.0;27.89;26.0
Thu;29;9;2016;00:15;44.21;23.34;1.72;25.3;13.0;126.04;20.0;88.33;32.0;20.0;7.49;14.5;16.69;40.0;64.0;8.24;36.16;42.0;8.0;27.89;25.0
Thu;29;9;2016;00:30;42.1;24.79;1.93;25.0;14.0;129.65;20.0;85.77;31.0;21.0;7.5;14.5;20.27;39.0;62.0;9.0;34.28;42.0;8.0;27.74;25.0
Thu;29;9;2016;00:45;40.81;24.1;1.72;25.2;13.0;131.07;19.0;86.64;31.0;22.0;7.5;17.0;17.34;39.0;64.0;9.01;36.93;42.0;8.0;27.84;27.0
Thu;29;9;2016;01:00;43.0;24.07;1.94;25.5;14.0;126.36;20.0;86.99;32.0;20.0;7.5;17.0;17.31;39.0;62.0;8.98;35.99;42.0;8.0;27.87;25.0
Thu;29;9;2016;01:15;42.15;24.19;1.72;25.3;13.0;130.28;19.0;85.95;32.0;22.0;7.5;16.5;19.64;39.0;64.0;8.24;33.42;42.0;8.0;27.74;25.0
Thu;29;9;2016;01:30;40.4;24.94;1.93;25.2;14.0;130.42;19.0;87.04;32.0;21.0;5.0;16.5;16.8;39.0;62.0;9.01;35.72;42.0;7.0;27.69;26.0
Thu;29;9;2016;01:45;42.84;23.53;1.8;25.3;13.0;125.41;21.0;89.82;31.0;20.0;8.0;16.0;18.79;40.0;62.0;8.99;35.53;42.0;8.0;27.67;26.0
Thu;29;9;2016;02:00;41.75;24.18;1.84;25.0;14.0;128.99;21.0;85.86;32.0;23.0;6.0;16.0;18.27;38.0;64.0;8.75;37.63;42.0;8.0;27.64;27.0
Thu;29;9;2016;02:15;40.07;24.04;1.92;25.5;15.0;128.28;19.0;86.11;32.0;21.0;7.0;17.0;16.53;39.0;62.0;8.44;36.19;41.0;8.0;27.66;25.0
Thu;29;9;2016;02:30;43.54;23.87;1.74;25.0;14.0;126.04;19.0;87.22;31.0;20.0;6.0;16.0;19.46;40.0;61.0;9.0;29.94;41.0;7.0;27.58;26.0
Thu;29;9;2016;02:45;41.84;24.11;1.94;25.2;14.0;128.43;20.0;86.32;32.0;22.0;7.0;16.5;17.77;38.0;63.0;9.03;36.24;41.0;7.67;27.69;25.0
Thu;29;9;2016;03:00;40.32;23.91;1.72;25.3;14.0;131.73;19.0;85.27;31.0;21.0;5.0;13.5;16.48;40.0;62.0;8.59;35.41;41.0;7.67;27.56;25.0
Thu;29;9;2016;03:15;42.84;24.0;1.94;25.0;14.0;127.36;21.0;87.37;32.0;21.0;8.0;14.0;19.45;37.0;63.0;8.66;33.79;42.0;7.67;27.64;26.0
Thu;29;9;2016;03:30;41.66;24.71;1.72;25.2;13.0;127.39;19.0;86.16;32.0;22.0;5.0;14.0;17.42;41.0;62.0;8.99;36.79;42.0;8.0;27.48;26.0
Thu;29;9;2016;03:45;40.3;22.92;1.94;25.3;13.0;126.3;19.0;85.92;31.0;20.0;7.0;14.0;16.7;38.0;62.0;8.98;34.27;40.0;7.0;27.66;25.0
Thu;29;9;2016;04:00;42.36;24.17;1.74;25.0;13.0;127.06;20.0;88.0;31.0;21.0;6.0;13.0;19.18;40.0;63.0;8.25;35.78;41.0;5.0;27.39;25.0
Thu;29;9;2016;04:15;42.79;23.26;1.91;25.0;13.0;130.09;19.0;87.82;32.0;22.0;7.0;14.5;17.24;39.0;61.0;8.96;33.77;41.0;9.0;27.57;25.0
Thu;29;9;2016;04:30;40.12;23.97;1.87;25.5;13.0;127.69;20.0;85.86;32.0;22.0;6.0;13.5;16.7;40.0;62.0;9.01;34.96;41.0;6.0;27.48;25.0
Thu;29;9;2016;04:45;40.97;24.12;1.77;25.0;13.0;129.05;19.0;86.02;31.0;22.0;7.0;14.0;18.94;38.0;61.0;9.0;35.91;40.0;5.0;27.47;26.0
Thu;29;9;2016;05:00;43.68;23.96;1.92;25.0;12.0;127.04;19.0;86.88;31.0;21.0;7.24;13.5;17.72;40.0;63.0;7.92;33.9;41.0;9.0;27.52;25.0
Thu;29;9;2016;05:15;40.09;23.08;1.72;25.2;14.0;126.28;19.0;85.93;32.0;20.0;5.17;14.5;16.33;38.0;62.0;8.68;34.35;40.0;6.0;27.37;25.0
Thu;29;9;2016;05:30;41.06;24.66;1.91;25.0;12.0;127.34;20.0;85.65;32.0;22.0;7.24;13.5;18.18;39.0;61.0;8.55;36.4;41.0;6.0;27.41;25.0
Thu;29;9;2016;05:45;42.6;22.76;1.72;25.3;13.0;128.94;19.0;86.66;31.0;21.0;7.24;15.0;18.66;38.0;63.0;8.13;34.96;40.0;8.0;27.3;26.0
Thu;29;9;2016;06:00;40.09;23.2;1.94;25.0;13.0;123.52;19.0;87.25;31.0;20.0;5.17;16.5;16.15;41.0;62.0;8.59;32.4;39.0;4.0;27.25;24.0
Thu;29;9;2016;06:15;41.59;24.82;1.83;25.0;12.0;126.04;18.0;85.97;32.0;23.0;7.24;16.0;16.77;37.0;61.0;8.72;32.42;38.0;7.0;27.26;25.0
Thu;29;9;2016;06:30;41.85;21.62;1.8;25.2;13.0;126.78;19.0;85.43;32.0;19.0;6.2;17.0;18.88;40.0;63.0;8.42;34.85;41.0;7.0;26.9;25.0
Thu;29;9;2016;06:45;40.49;22.51;1.91;25.3;13.0;124.87;19.0;86.38;31.0;22.0;6.2;16.0;17.17;38.0;62.0;8.55;33.24;41.0;4.0;25.03;25.0
Thu;29;9;2016;07:00;44.17;21.39;1.72;25.0;12.0;128.87;19.0;86.72;31.0;22.0;7.24;15.9;16.21;38.0;62.0;8.86;33.56;40.0;8.0;27.13;25.0
Thu;29;9;2016;07:15;43.27;24.69;1.92;25.0;13.0;126.7;19.0;87.12;32.0;22.0;6.2;15.9;17.6;39.0;61.0;8.2;32.9;41.0;6.0;27.13;24.0
Thu;29;9;2016;07:30;41.77;22.92;1.73;25.5;13.0;125.67;18.0;86.74;32.0;22.0;5.17;15.9;18.53;39.0;62.0;8.19;34.67;37.0;4.0;25.42;23.0
Thu;29;9;2016;07:45;44.04;23.66;1.92;25.0;12.0;129.3;20.0;86.22;32.0;20.0;8.27;15.9;16.03;39.0;62.0;8.93;32.53;40.0;8.0;26.58;23.0
Thu;29;9;2016;08:00;43.48;23.22;1.72;25.2;12.0;127.79;18.0;85.37;30.0;21.0;6.2;15.9;16.37;39.0;63.0;8.34;33.63;40.0;6.0;27.15;24.0
Thu;29;9;2016;08:15;41.46;23.13;1.93;25.3;13.0;125.02;20.0;86.26;32.0;22.0;5.17;15.5;18.64;38.0;62.0;8.63;36.21;40.0;4.0;27.22;25.0
Thu;29;9;2016;08:30;45.56;22.88;1.78;25.0;12.0;128.97;19.0;88.52;32.0;20.0;8.27;14.5;17.18;40.0;62.0;9.3;34.44;40.0;7.0;27.15;25.0
Thu;29;9;2016;08:45;43.9;24.46;1.85;25.2;13.0;130.68;21.0;88.33;33.0;24.0;7.24;14.5;16.31;38.0;61.0;8.49;40.13;38.5;7.0;27.33;25.0
Thu;29;9;2016;09:00;44.67;22.93;1.89;25.3;13.0;127.43;21.0;90.5;34.0;24.0;4.13;16.0;25.1;38.0;62.0;8.87;40.01;38.5;4.0;18.88;26.0
Thu;29;9;2016;09:15;46.66;24.16;1.76;25.5;13.0;128.81;21.0;92.26;33.0;21.0;7.24;15.0;29.71;41.0;62.0;9.89;43.99;41.0;6.0;19.33;28.0
Thu;29;9;2016;09:30;43.86;22.18;1.93;25.2;13.0;132.71;21.0;95.69;33.0;23.0;7.24;15.0;30.39;37.0;63.0;9.48;42.65;41.0;8.0;18.91;30.0
Thu;29;9;2016;09:45;46.75;24.25;1.72;25.3;13.0;127.22;21.0;92.57;34.0;24.0;5.17;16.0;29.8;40.0;62.0;10.11;43.92;42.0;6.0;19.84;27.0
Thu;29;9;2016;10:00;46.28;23.26;1.93;25.5;13.0;121.05;23.0;93.0;33.0;23.0;7.24;15.0;30.31;38.0;65.0;10.84;43.02;41.0;9.0;18.16;31.0
Thu;29;9;2016;10:15;45.92;23.28;1.74;25.5;13.0;109.06;21.0;93.44;34.0;24.0;7.24;16.0;30.91;41.0;67.0;9.36;43.56;42.0;9.0;21.7;30.0
Thu;29;9;2016;10:30;48.42;24.6;1.91;25.0;14.0;127.21;22.0;93.92;34.0;23.0;5.17;16.5;30.12;40.0;68.0;9.35;42.7;42.0;6.0;19.7;29.0
Thu;29;9;2016;10:45;45.51;22.65;1.9;25.5;13.0;147.38;21.0;92.67;33.0;25.0;8.27;19.0;30.63;39.0;66.0;9.35;43.59;42.0;10.0;19.38;30.0
Thu;29;9;2016;11:00;48.04;24.41;1.76;25.5;14.0;116.3;21.0;94.05;33.0;24.0;8.27;18.5;30.87;42.0;65.0;9.35;42.29;42.0;8.0;18.67;32.0
Thu;29;9;2016;11:15;48.11;23.55;1.95;25.5;13.0;158.12;23.0;94.97;33.0;24.0;5.17;18.0;31.56;40.0;63.0;9.12;43.93;42.0;7.0;20.98;29.0
Thu;29;9;2016;11:30;45.21;24.05;1.72;25.2;15.0;139.59;22.0;97.28;34.0;24.0;7.24;18.0;31.11;41.0;62.0;9.7;42.96;43.0;11.0;20.25;29.0
Thu;29;9;2016;11:45;48.36;24.27;1.94;25.3;14.0;138.99;23.0;93.54;33.0;24.0;8.27;18.0;32.17;39.0;64.0;9.47;43.59;43.0;7.0;18.97;29.0
Thu;29;9;2016;12:00;49.42;23.31;1.88;25.5;13.0;132.96;22.0;91.87;34.0;24.0;6.2;18.0;32.2;41.0;63.0;10.82;43.45;46.0;9.0;22.19;29.0
Thu;29;9;2016;12:15;48.17;24.83;1.79;25.5;15.0;131.14;22.0;95.37;34.0;25.0;7.24;18.0;32.81;40.0;62.0;10.79;43.25;44.0;10.0;19.06;30.0
Thu;29;9;2016;12:30;46.09;24.17;1.94;25.0;14.0;132.96;23.0;92.92;34.0;24.0;8.27;18.0;32.69;41.0;63.0;9.72;43.62;37.0;6.0;21.53;29.0
Thu;29;9;2016;12:45;48.01;23.84;1.72;25.5;14.0;131.37;23.0;93.31;33.0;24.0;5.17;15.0;31.64;40.0;64.0;9.85;43.48;43.0;10.0;20.11;28.0
Thu;29;9;2016;13:00;48.92;24.63;1.95;25.0;15.0;133.36;23.0;94.45;33.0;25.0;8.27;15.0;31.3;41.0;62.0;10.16;43.77;45.0;11.0;20.33;29.0
Thu;29;9;2016;13:15;45.53;24.24;1.8;25.5;15.0;130.42;22.0;94.79;33.0;24.0;7.24;15.0;31.46;40.0;63.0;9.54;42.98;42.0;5.0;22.68;28.0
Thu;29;9;2016;13:30;45.5;23.98;1.86;25.5;15.0;130.38;23.0;94.93;33.0;24.0;6.2;15.0;31.62;41.0;64.0;9.64;43.79;41.0;11.0;20.99;29.0
Thu;29;9;2016;13:45;47.46;24.52;1.94;25.0;13.0;134.29;22.0;94.29;33.0;24.0;7.24;15.0;31.36;40.0;63.0;10.24;43.58;42.0;9.0;24.77;29.0
Thu;29;9;2016;14:00;45.2;23.61;1.72;25.5;15.0;133.29;21.0;91.55;34.0;25.0;7.24;15.0;31.59;41.0;65.0;9.52;43.2;40.0;9.0;24.19;30.0
Thu;29;9;2016;14:15;45.24;24.54;1.93;25.5;13.0;130.39;22.0;92.77;34.0;25.0;7.24;15.0;31.34;42.0;62.0;9.71;43.53;40.0;10.0;20.4;30.0
Thu;29;9;2016;14:30;47.32;23.66;1.78;25.5;14.0;134.68;23.0;91.97;33.0;25.0;6.2;16.0;32.3;39.0;65.0;11.03;43.88;46.0;11.0;25.17;29.0
Thu;29;9;2016;14:45;45.06;24.98;1.87;25.2;14.0;133.17;22.0;94.83;34.0;25.0;8.27;16.0;32.47;41.0;63.0;10.03;43.61;45.0;11.0;25.43;29.0
Thu;29;9;2016;15:00;45.64;25.58;1.94;25.3;15.0;132.25;23.0;97.02;34.0;25.0;7.24;16.0;32.37;38.0;67.0;9.59;44.61;45.0;11.0;25.32;30.0
Thu;29;9;2016;15:15;47.06;25.5;1.72;25.5;15.0;134.98;24.0;92.38;34.0;25.0;6.2;18.0;32.21;40.0;68.0;10.1;44.11;39.0;10.0;24.86;31.0
Thu;29;9;2016;15:30;44.49;23.87;1.94;25.5;14.0;135.01;23.0;93.03;34.0;26.0;8.27;18.0;32.91;38.0;68.0;9.97;45.04;48.0;11.0;24.59;31.0
Thu;29;9;2016;15:45;47.12;24.84;1.76;25.5;14.0;133.84;23.0;93.83;33.0;25.0;8.27;16.5;35.16;40.0;65.0;9.56;43.65;45.0;11.0;24.82;30.0
Thu;29;9;2016;16:00;46.52;24.38;1.91;25.2;13.0;133.56;22.0;94.34;33.0;25.0;5.17;15.5;32.28;38.0;72.0;9.85;43.68;45.0;11.0;23.99;29.0
Thu;29;9;2016;16:15;43.67;24.22;1.91;25.3;16.0;133.82;22.0;92.44;33.0;25.0;9.3;16.0;35.32;40.0;68.0;10.2;43.78;45.0;10.0;23.7;29.0
Thu;29;9;2016;16:30;47.7;23.53;1.74;25.2;14.0;134.32;21.0;92.51;34.0;26.0;8.27;15.0;32.09;38.0;67.0;10.32;44.45;44.0;11.0;18.84;29.0
Thu;29;9;2016;16:45;44.82;23.85;1.93;25.5;15.0;134.08;23.0;92.32;34.0;25.0;8.27;17.0;32.19;40.0;65.0;10.12;44.78;44.0;11.0;24.46;31.0
Thu;29;9;2016;17:00;45.47;24.41;1.72;25.3;13.0;133.13;23.0;93.31;34.0;25.0;8.27;17.0;32.44;40.0;66.0;10.22;42.72;44.0;11.0;25.24;30.0
Thu;29;9;2016;17:15;45.68;23.81;1.93;25.2;12.0;129.54;23.0;93.44;34.0;26.0;8.27;16.0;32.64;40.0;65.0;9.81;43.05;45.0;10.0;23.85;29.0
