weekday;day;month;year;time;EA+ GERAL PTM (KWh);EA+ AVAC IT PTM (KWh);EA+ IT PTM (KWh)
Sat;17;9;2016;12:15;7.0;2.57;2.29
Sat;17;9;2016;12:30;3.0;0.2;2.3
Sat;17;9;2016;12:45;9.0;5.2;2.29
Sat;17;9;2016;13:00;5.0;1.53;2.29
Sat;17;9;2016;13:15;6.0;2.03;2.3
Sat;17;9;2016;13:30;9.0;5.16;2.29
Sat;17;9;2016;13:45;8.0;4.44;2.28
Sat;17;9;2016;14:00;7.0;3.81;2.28
Sat;17;9;2016;14:15;8.0;3.94;2.28
Sat;17;9;2016;14:30;7.0;3.89;2.28
Sat;17;9;2016;14:45;7.0;3.58;2.28
Sat;17;9;2016;15:00;8.0;4.16;2.29
Sat;17;9;2016;15:15;8.0;4.09;2.28
Sat;17;9;2016;15:30;7.0;4.3;2.28
Sat;17;9;2016;15:45;8.0;3.94;2.28
Sat;17;9;2016;16:00;8.0;4.18;2.29
Sat;17;9;2016;16:15;7.0;4.26;2.28
Sat;17;9;2016;16:30;9.0;4.59;2.28
Sat;17;9;2016;16:45;7.0;4.27;2.28
Sat;17;9;2016;17:00;8.0;4.4;2.28
Sat;17;9;2016;17:15;8.0;4.25;2.28
Sat;17;9;2016;17:30;8.0;4.66;2.28
Sat;17;9;2016;17:45;9.0;4.66;2.27
Sat;17;9;2016;18:00;7.0;4.3;2.28
Sat;17;9;2016;18:15;8.2;4.55;2.28
Sat;17;9;2016;18:30;8.2;4.55;2.28
Sat;17;9;2016;18:45;8.2;4.55;2.28
Sat;17;9;2016;19:00;8.2;4.55;2.28
Sat;17;9;2016;19:15;8.2;4.55;2.28
Sat;17;9;2016;19:30;8.0;4.46;2.28
Sat;17;9;2016;19:45;8.0;4.53;2.28
Sat;17;9;2016;20:00;8.0;4.1;2.29
Sat;17;9;2016;20:15;8.0;4.37;2.27
Sat;17;9;2016;20:30;8.0;4.51;2.27
Sat;17;9;2016;20:45;8.0;4.4;2.28
Sat;17;9;2016;21:00;8.0;4.36;2.28
Sat;17;9;2016;21:15;8.0;4.44;2.28
Sat;17;9;2016;21:30;7.0;3.71;2.27
Sat;17;9;2016;21:45;8.0;4.31;2.28
Sat;17;9;2016;22:00;8.0;4.2;2.28
Sat;17;9;2016;22:15;9.0;4.47;2.28
Sat;17;9;2016;22:30;7.0;3.72;2.29
Sat;17;9;2016;22:45;8.0;4.21;2.27
Sat;17;9;2016;23:00;8.0;4.27;2.28
Sat;17;9;2016;23:15;8.0;4.07;2.28
Sat;17;9;2016;23:30;7.0;3.81;2.28
Sat;17;9;2016;23:45;8.0;3.94;2.28
Sun;18;9;2016;00:00;7.0;3.48;2.28
Sun;18;9;2016;00:15;8.0;4.08;2.28
Sun;18;9;2016;00:30;8.0;4.11;2.28
Sun;18;9;2016;00:45;7.0;3.73;2.28
Sun;18;9;2016;01:00;7.0;3.37;2.28
Sun;18;9;2016;01:15;8.0;4.06;2.27
Sun;18;9;2016;01:30;8.0;3.77;2.28
Sun;18;9;2016;01:45;7.0;3.64;2.28
Sun;18;9;2016;02:00;7.0;3.29;2.28
Sun;18;9;2016;02:15;8.0;3.76;2.28
Sun;18;9;2016;02:30;7.0;3.92;2.28
Sun;18;9;2016;02:45;8.0;3.4;2.28
Sun;18;9;2016;03:00;7.0;3.16;2.28
Sun;18;9;2016;03:15;7.0;3.74;2.28
Sun;18;9;2016;03:30;8.0;3.83;2.28
Sun;18;9;2016;03:45;7.0;3.15;2.27
Sun;18;9;2016;04:00;7.0;3.32;2.28
Sun;18;9;2016;04:15;7.0;3.67;2.28
Sun;18;9;2016;04:30;7.0;3.28;2.28
Sun;18;9;2016;04:45;7.0;3.11;2.28
Sun;18;9;2016;05:00;7.0;3.28;2.28
Sun;18;9;2016;05:15;7.0;3.42;2.29
Sun;18;9;2016;05:30;7.0;3.07;2.28
Sun;18;9;2016;05:45;7.0;2.92;2.28
Sun;18;9;2016;06:00;7.0;3.62;2.29
Sun;18;9;2016;06:15;6.0;2.91;2.28
Sun;18;9;2016;06:30;7.0;2.78;2.27
Sun;18;9;2016;06:45;7.0;3.65;2.28
Sun;18;9;2016;07:00;6.0;2.75;2.29
Sun;18;9;2016;07:15;7.0;2.9;2.27
Sun;18;9;2016;07:30;7.0;3.41;2.29
Sun;18;9;2016;07:45;6.0;2.66;2.28
Sun;18;9;2016;08:00;7.0;3.09;2.28
Sun;18;9;2016;08:15;7.0;3.16;2.29
Sun;18;9;2016;08:30;6.0;2.87;2.28
Sun;18;9;2016;08:45;7.0;3.32;2.28
Sun;18;9;2016;09:00;6.0;2.78;2.28
Sun;18;9;2016;09:15;7.0;3.39;2.29
Sun;18;9;2016;09:30;7.0;2.91;2.28
Sun;18;9;2016;09:45;6.0;3.0;2.28
Sun;18;9;2016;10:00;7.0;3.4;2.29
Sun;18;9;2016;10:15;7.0;3.26;2.28
Sun;18;9;2016;10:30;7.0;3.31;2.29
Sun;18;9;2016;10:45;7.0;3.04;2.29
Sun;18;9;2016;11:00;7.0;3.41;2.29
Sun;18;9;2016;11:15;7.0;3.28;2.28
Sun;18;9;2016;11:30;7.0;3.58;2.28
Sun;18;9;2016;11:45;7.0;3.28;2.29
Sun;18;9;2016;12:00;7.0;3.35;2.35
Sun;18;9;2016;12:15;7.0;3.55;2.29
Sun;18;9;2016;12:30;6.0;3.12;2.29
Sun;18;9;2016;12:45;8.0;3.8;2.28
Sun;18;9;2016;13:00;7.0;3.42;2.28
Sun;18;9;2016;13:15;7.0;3.38;2.29
Sun;18;9;2016;13:30;7.0;3.88;2.28
Sun;18;9;2016;13:45;8.0;3.79;2.29
Sun;18;9;2016;14:00;7.0;3.56;2.28
Sun;18;9;2016;14:15;7.0;3.47;2.29
Sun;18;9;2016;14:30;7.0;4.18;2.28
Sun;18;9;2016;14:45;8.0;3.68;2.28
Sun;18;9;2016;15:00;7.0;3.94;2.28
Sun;18;9;2016;15:15;8.0;4.15;2.28
Sun;18;9;2016;15:30;7.0;3.98;2.28
Sun;18;9;2016;15:45;8.0;4.01;2.27
Sun;18;9;2016;16:00;8.0;4.49;2.28
Sun;18;9;2016;16:15;8.0;4.27;2.28
Sun;18;9;2016;16:30;7.0;3.97;2.28
Sun;18;9;2016;16:45;8.0;4.32;2.28
Sun;18;9;2016;17:00;8.0;4.49;2.29
Sun;18;9;2016;17:15;8.0;4.46;2.28
Sun;18;9;2016;17:30;8.0;4.48;2.28
Sun;18;9;2016;17:45;9.0;4.69;2.28
Sun;18;9;2016;18:00;7.0;4.41;2.28
Sun;18;9;2016;18:15;9.0;4.6;2.28
Sun;18;9;2016;18:30;8.0;4.64;2.28
Sun;18;9;2016;18:45;8.0;4.3;2.27
Sun;18;9;2016;19:00;8.0;4.58;2.28
Sun;18;9;2016;19:15;8.0;4.54;2.28
Sun;18;9;2016;19:30;7.0;4.1;2.28
Sun;18;9;2016;19:45;8.0;4.18;2.28
Sun;18;9;2016;20:00;8.0;4.23;2.28
Sun;18;9;2016;20:15;8.0;4.55;2.28
Sun;18;9;2016;20:30;8.0;4.33;2.28
Sun;18;9;2016;20:45;8.0;4.4;2.28
Sun;18;9;2016;21:00;8.0;3.85;2.28
Sun;18;9;2016;21:15;7.0;4.2;2.28
Sun;18;9;2016;21:30;9.0;4.53;2.28
Sun;18;9;2016;21:45;8.0;4.15;2.28
Sun;18;9;2016;22:00;7.0;4.09;2.28
Sun;18;9;2016;22:15;8.0;4.03;2.28
Sun;18;9;2016;22:30;8.0;4.18;2.28
Sun;18;9;2016;22:45;7.0;3.57;2.28
Sun;18;9;2016;23:00;8.0;4.15;2.28
Sun;18;9;2016;23:15;8.0;4.15;2.28
Sun;18;9;2016;23:30;8.0;3.89;2.28
Sun;18;9;2016;23:45;7.0;3.89;2.28
Mon;19;9;2016;00:00;8.0;3.8;2.28
Mon;19;9;2016;00:15;7.5;3.62;2.28
Mon;19;9;2016;00:30;7.5;3.62;2.28
Mon;19;9;2016;00:45;7.0;4.09;2.27
Mon;19;9;2016;01:00;8.0;3.68;2.28
Mon;19;9;2016;01:15;7.0;3.5;2.28
Mon;19;9;2016;01:30;7.0;3.48;2.28
Mon;19;9;2016;01:45;8.0;3.49;2.28
Mon;19;9;2016;02:00;7.0;4.01;2.29
Mon;19;9;2016;02:15;7.0;3.12;2.27
Mon;19;9;2016;02:30;7.0;3.49;2.28
Mon;19;9;2016;02:45;8.0;3.68;2.29
Mon;19;9;2016;03:00;7.0;3.63;2.27
Mon;19;9;2016;03:15;7.0;2.97;2.28
Mon;19;9;2016;03:30;7.0;3.17;2.28
Mon;19;9;2016;03:45;7.0;3.65;2.28
Mon;19;9;2016;04:00;7.0;2.96;2.28
Mon;19;9;2016;04:15;7.0;3.03;2.28
Mon;19;9;2016;04:30;7.0;3.67;2.28
Mon;19;9;2016;04:45;7.0;2.8;2.28
Mon;19;9;2016;05:00;6.0;3.01;2.27
Mon;19;9;2016;05:15;8.0;3.57;2.28
Mon;19;9;2016;05:30;6.0;2.76;2.28
Mon;19;9;2016;05:45;7.0;2.87;2.28
Mon;19;9;2016;06:00;7.0;3.45;2.28
Mon;19;9;2016;06:15;6.0;2.85;2.28
Mon;19;9;2016;06:30;7.0;2.8;2.29
Mon;19;9;2016;06:45;7.0;3.44;2.27
Mon;19;9;2016;07:00;6.0;2.49;2.28
Mon;19;9;2016;07:15;7.0;3.03;2.28
Mon;19;9;2016;07:30;6.0;3.23;2.28
Mon;19;9;2016;07:45;7.0;2.82;2.28
Mon;19;9;2016;08:00;6.0;2.73;2.28
Mon;19;9;2016;08:15;7.0;3.1;2.29
Mon;19;9;2016;08:30;6.0;2.9;2.28
Mon;19;9;2016;08:45;7.0;2.73;2.3
Mon;19;9;2016;09:00;7.0;2.76;2.3
Mon;19;9;2016;09:15;7.0;3.08;2.33
Mon;19;9;2016;09:30;7.0;3.26;2.31
Mon;19;9;2016;09:45;7.0;2.67;2.32
Mon;19;9;2016;10:00;7.0;2.96;2.32
Mon;19;9;2016;10:15;8.0;3.31;2.33
Mon;19;9;2016;10:30;6.0;2.7;2.31
Mon;19;9;2016;10:45;8.0;3.1;2.33
Mon;19;9;2016;11:00;7.0;3.11;2.31
Mon;19;9;2016;11:15;7.0;2.74;2.32
Mon;19;9;2016;11:30;7.0;3.27;2.32
Mon;19;9;2016;11:45;7.0;2.92;2.32
Mon;19;9;2016;12:00;7.0;3.33;2.32
Mon;19;9;2016;12:15;7.0;3.12;2.32
Mon;19;9;2016;12:30;7.0;3.18;2.38
Mon;19;9;2016;12:45;7.0;3.0;2.37
Mon;19;9;2016;13:00;7.0;3.4;2.44
Mon;19;9;2016;13:15;7.0;3.54;2.42
Mon;19;9;2016;13:30;8.0;3.62;2.35
Mon;19;9;2016;13:45;7.0;3.06;2.36
Mon;19;9;2016;14:00;8.0;3.75;2.36
Mon;19;9;2016;14:15;8.0;3.72;2.37
Mon;19;9;2016;14:30;8.0;3.52;2.36
Mon;19;9;2016;14:45;8.0;3.56;2.37
Mon;19;9;2016;15:00;8.0;3.45;2.36
Mon;19;9;2016;15:15;8.0;4.01;2.37
Mon;19;9;2016;15:30;8.0;3.61;2.37
Mon;19;9;2016;15:45;7.0;3.59;2.37
Mon;19;9;2016;16:00;8.0;4.14;2.36
Mon;19;9;2016;16:15;8.0;3.66;2.36
Mon;19;9;2016;16:30;8.0;3.66;2.34
Mon;19;9;2016;16:45;9.0;4.23;2.32
Mon;19;9;2016;17:00;8.0;3.78;2.33
Mon;19;9;2016;17:15;8.0;3.86;2.31
Mon;19;9;2016;17:30;9.0;3.87;2.31
Mon;19;9;2016;17:45;8.0;3.87;2.3
Mon;19;9;2016;18:00;8.0;4.19;2.3
Mon;19;9;2016;18:15;8.0;3.8;2.29
Mon;19;9;2016;18:30;9.0;4.19;2.29
Mon;19;9;2016;18:45;8.0;3.8;2.29
Mon;19;9;2016;19:00;7.0;3.36;2.27
Mon;19;9;2016;19:15;8.0;4.21;2.29
Mon;19;9;2016;19:30;9.0;4.25;2.28
Mon;19;9;2016;19:45;7.0;3.32;2.29
Mon;19;9;2016;20:00;8.0;3.44;2.29
Mon;19;9;2016;20:15;8.0;4.12;2.29
Mon;19;9;2016;20:30;8.0;4.15;2.27
Mon;19;9;2016;20:45;8.0;3.95;2.28
Mon;19;9;2016;21:00;9.0;4.28;2.29
Mon;19;9;2016;21:15;7.0;3.27;2.28
Mon;19;9;2016;21:30;8.0;3.41;2.28
Mon;19;9;2016;21:45;8.0;4.01;2.28
Mon;19;9;2016;22:00;9.0;3.98;2.29
Mon;19;9;2016;22:15;8.0;3.78;2.28
Mon;19;9;2016;22:30;8.0;3.87;2.28
Mon;19;9;2016;22:45;7.0;3.27;2.29
Mon;19;9;2016;23:00;8.0;3.58;2.28
Mon;19;9;2016;23:15;7.0;3.59;2.29
Mon;19;9;2016;23:30;8.0;4.0;2.27
Mon;19;9;2016;23:45;7.0;3.77;2.28
Tue;20;9;2016;00:00;8.0;3.95;2.28
Tue;20;9;2016;00:15;7.0;2.9;2.28
Tue;20;9;2016;00:30;7.0;3.57;2.28
Tue;20;9;2016;00:45;7.0;2.99;2.28
Tue;20;9;2016;01:00;8.0;4.16;2.28
Tue;20;9;2016;01:15;7.0;3.09;2.28
Tue;20;9;2016;01:30;7.0;3.58;2.29
Tue;20;9;2016;01:45;7.0;2.83;2.28
Tue;20;9;2016;02:00;7.0;3.62;2.29
Tue;20;9;2016;02:15;8.0;3.76;2.27
Tue;20;9;2016;02:30;7.0;3.67;2.28
Tue;20;9;2016;02:45;6.0;2.54;2.29
Tue;20;9;2016;03:00;8.0;3.43;2.28
Tue;20;9;2016;03:15;6.0;2.83;2.29
Tue;20;9;2016;03:30;8.0;3.76;2.28
Tue;20;9;2016;03:45;6.0;2.7;2.28
Tue;20;9;2016;04:00;7.0;3.26;2.28
Tue;20;9;2016;04:15;7.0;2.98;2.28
Tue;20;9;2016;04:30;7.0;3.41;2.29
Tue;20;9;2016;04:45;7.0;2.87;2.28
Tue;20;9;2016;05:00;7.0;2.92;2.28
Tue;20;9;2016;05:15;7.0;3.25;2.28
Tue;20;9;2016;05:30;6.0;3.0;2.28
Tue;20;9;2016;05:45;7.0;3.11;2.29
Tue;20;9;2016;06:00;7.0;2.62;2.28
Tue;20;9;2016;06:15;7.0;3.34;2.28
Tue;20;9;2016;06:30;6.0;2.6;2.28
Tue;20;9;2016;06:45;6.0;2.94;2.29
Tue;20;9;2016;07:00;7.0;2.82;2.27
Tue;20;9;2016;07:15;6.0;2.97;2.28
Tue;20;9;2016;07:30;7.0;2.92;2.29
Tue;20;9;2016;07:45;6.0;2.54;2.28
Tue;20;9;2016;08:00;5.0;1.49;2.28
Tue;20;9;2016;08:15;4.0;0.12;2.29
Tue;20;9;2016;08:30;4.0;0.15;2.29
Tue;20;9;2016;08:45;4.0;0.17;2.29
Tue;20;9;2016;09:00;3.0;0.13;2.3
Tue;20;9;2016;09:15;4.0;0.15;2.29
Tue;20;9;2016;09:30;5.0;0.15;2.3
Tue;20;9;2016;09:45;4.0;0.15;2.3
Tue;20;9;2016;10:00;4.0;0.15;2.31
Tue;20;9;2016;10:15;4.0;0.15;2.29
Tue;20;9;2016;10:30;4.0;0.14;2.3
Tue;20;9;2016;10:45;4.0;0.17;2.31
Tue;20;9;2016;11:00;4.0;0.19;2.31
Tue;20;9;2016;11:15;4.0;0.19;2.31
Tue;20;9;2016;11:30;4.0;0.19;2.31
Tue;20;9;2016;11:45;4.0;0.19;2.31
Tue;20;9;2016;12:00;4.0;0.15;2.31
Tue;20;9;2016;12:15;5.0;1.01;2.3
Tue;20;9;2016;12:30;8.0;4.78;2.36
Tue;20;9;2016;12:45;4.0;0.2;2.35
Tue;20;9;2016;13:00;4.0;0.18;2.36
Tue;20;9;2016;13:15;9.0;5.32;2.35
Tue;20;9;2016;13:30;8.0;5.02;2.34
Tue;20;9;2016;13:45;9.0;4.6;2.33
Tue;20;9;2016;14:00;8.0;4.31;2.33
Tue;20;9;2016;14:15;8.0;3.98;2.34
Tue;20;9;2016;14:30;8.0;3.51;2.32
Tue;20;9;2016;14:45;8.0;4.17;2.34
Tue;20;9;2016;15:00;8.0;4.02;2.34
Tue;20;9;2016;15:15;9.0;3.75;2.33
Tue;20;9;2016;15:30;8.0;3.71;2.34
Tue;20;9;2016;15:45;9.0;4.33;2.34
Tue;20;9;2016;16:00;7.0;3.38;2.33
Tue;20;9;2016;16:15;8.0;3.84;2.33
Tue;20;9;2016;16:30;8.0;3.99;2.31
Tue;20;9;2016;16:45;9.0;3.94;2.29
Tue;20;9;2016;17:00;8.0;4.24;2.3
Tue;20;9;2016;17:15;8.0;3.8;2.29
Tue;20;9;2016;17:30;8.0;4.06;2.29
Tue;20;9;2016;17:45;8.0;4.22;2.29
Tue;20;9;2016;18:00;9.0;4.37;2.3
Tue;20;9;2016;18:15;8.0;3.67;2.28
Tue;20;9;2016;18:30;8.0;4.08;2.28
Tue;20;9;2016;18:45;8.0;4.16;2.28
Tue;20;9;2016;19:00;7.0;3.58;2.28
Tue;20;9;2016;19:15;7.0;4.01;2.28
Tue;20;9;2016;19:30;8.0;4.14;2.28
Tue;20;9;2016;19:45;8.0;3.92;2.29
Tue;20;9;2016;20:00;7.0;3.43;2.29
Tue;20;9;2016;20:15;7.0;4.0;2.28
Tue;20;9;2016;20:30;8.0;3.85;2.28
Tue;20;9;2016;20:45;6.0;3.24;2.28
Tue;20;9;2016;21:00;8.0;4.16;2.28
Tue;20;9;2016;21:15;8.0;3.98;2.29
Tue;20;9;2016;21:30;7.0;3.3;2.29
Tue;20;9;2016;21:45;7.0;3.33;2.29
Tue;20;9;2016;22:00;8.0;4.07;2.29
Tue;20;9;2016;22:15;8.0;3.77;2.29
Tue;20;9;2016;22:30;7.0;3.83;2.29
Tue;20;9;2016;22:45;7.0;3.16;2.29
Tue;20;9;2016;23:00;7.0;3.24;2.29
Tue;20;9;2016;23:15;8.0;3.73;2.29
Tue;20;9;2016;23:30;7.0;3.67;2.29
Tue;20;9;2016;23:45;7.0;3.36;2.28
Wed;21;9;2016;00:00;7.0;3.04;2.29
Wed;21;9;2016;00:15;7.0;3.43;2.28
Wed;21;9;2016;00:30;7.0;3.25;2.28
Wed;21;9;2016;00:45;7.0;3.33;2.29
Wed;21;9;2016;01:00;7.0;3.04;2.28
Wed;21;9;2016;01:15;7.0;2.82;2.28
Wed;21;9;2016;01:30;7.0;3.64;2.28
Wed;21;9;2016;01:45;7.0;2.67;2.28
Wed;21;9;2016;02:00;6.0;3.01;2.28
Wed;21;9;2016;02:15;8.0;3.43;2.29
Wed;21;9;2016;02:30;6.0;2.75;2.27
Wed;21;9;2016;02:45;7.0;2.94;2.28
Wed;21;9;2016;03:00;7.0;3.27;2.28
Wed;21;9;2016;03:15;6.0;2.55;2.28
Wed;21;9;2016;03:30;7.0;2.94;2.28
Wed;21;9;2016;03:45;7.0;3.1;2.28
Wed;21;9;2016;04:00;6.0;2.51;2.29
Wed;21;9;2016;04:15;7.0;2.87;2.28
Wed;21;9;2016;04:30;6.0;2.53;2.29
Wed;21;9;2016;04:45;7.0;3.01;2.27
Wed;21;9;2016;05:00;6.0;2.47;2.28
Wed;21;9;2016;05:15;6.0;2.5;2.29
Wed;21;9;2016;05:30;7.0;2.83;2.28
Wed;21;9;2016;05:45;6.0;2.5;2.28
Wed;21;9;2016;06:00;7.0;2.46;2.28
Wed;21;9;2016;06:15;6.0;2.8;2.28
Wed;21;9;2016;06:30;6.0;2.47;2.28
Wed;21;9;2016;06:45;6.0;2.47;2.28
Wed;21;9;2016;07:00;6.0;2.47;2.29
Wed;21;9;2016;07:15;6.0;2.47;2.27
Wed;21;9;2016;07:30;6.0;2.48;2.28
Wed;21;9;2016;07:45;6.0;2.47;2.28
Wed;21;9;2016;08:00;6.0;2.41;2.28
Wed;21;9;2016;08:15;7.0;2.52;2.29
Wed;21;9;2016;08:30;6.0;2.46;2.28
Wed;21;9;2016;08:45;6.0;2.43;2.28
Wed;21;9;2016;09:00;6.0;2.43;2.4
Wed;21;9;2016;09:15;7.0;2.5;2.47
Wed;21;9;2016;09:30;7.0;2.44;2.48
Wed;21;9;2016;09:45;7.0;2.43;2.35
Wed;21;9;2016;10:00;7.0;2.45;2.31
Wed;21;9;2016;10:15;6.0;2.12;2.43
Wed;21;9;2016;10:30;7.0;2.51;2.6
Wed;21;9;2016;10:45;8.0;2.74;2.47
Wed;21;9;2016;11:00;7.0;2.46;2.46
Wed;21;9;2016;11:15;7.0;2.5;2.39
Wed;21;9;2016;11:30;6.0;2.5;2.4
Wed;21;9;2016;11:45;7.0;2.5;2.38
Wed;21;9;2016;12:00;6.0;2.52;2.37
Wed;21;9;2016;12:15;7.0;2.91;2.38
Wed;21;9;2016;12:30;7.0;2.49;2.41
Wed;21;9;2016;12:45;7.0;2.8;2.51
Wed;21;9;2016;13:00;8.0;2.9;2.51
Wed;21;9;2016;13:15;8.0;2.84;2.45
Wed;21;9;2016;13:30;8.0;2.91;2.39
Wed;21;9;2016;13:45;8.0;3.21;2.36
Wed;21;9;2016;14:00;8.0;3.21;2.36
Wed;21;9;2016;14:15;7.0;2.77;2.37
Wed;21;9;2016;14:30;7.0;3.79;2.37
Wed;21;9;2016;14:45;8.0;3.31;2.38
Wed;21;9;2016;15:00;6.0;2.68;2.36
Wed;21;9;2016;15:15;8.0;3.43;2.37
Wed;21;9;2016;15:30;7.0;3.23;2.33
Wed;21;9;2016;15:45;7.0;3.82;2.41
Wed;21;9;2016;16:00;8.0;3.41;2.48
Wed;21;9;2016;16:15;8.0;3.57;2.49
Wed;21;9;2016;16:30;8.0;3.76;2.37
Wed;21;9;2016;16:45;8.0;4.01;2.32
Wed;21;9;2016;17:00;7.0;3.24;2.32
Wed;21;9;2016;17:15;8.0;3.68;2.32
Wed;21;9;2016;17:30;8.0;4.1;2.41
Wed;21;9;2016;17:45;8.0;3.4;2.56
Wed;21;9;2016;18:00;8.0;3.96;2.45
Wed;21;9;2016;18:15;7.0;4.07;2.33
Wed;21;9;2016;18:30;7.0;3.29;2.33
Wed;21;9;2016;18:45;7.0;3.45;2.32
Wed;21;9;2016;19:00;7.0;3.7;2.33
Wed;21;9;2016;19:15;7.0;3.42;2.33
Wed;21;9;2016;19:30;8.0;3.75;2.33
Wed;21;9;2016;19:45;7.0;3.78;2.33
Wed;21;9;2016;20:00;7.0;3.29;2.34
Wed;21;9;2016;20:15;7.0;3.74;2.33
Wed;21;9;2016;20:30;8.0;3.7;2.34
Wed;21;9;2016;20:45;7.0;3.36;2.33
Wed;21;9;2016;21:00;7.0;3.33;2.34
Wed;21;9;2016;21:15;8.0;4.02;2.33
Wed;21;9;2016;21:30;7.0;3.33;2.33
Wed;21;9;2016;21:45;7.0;3.19;2.31
Wed;21;9;2016;22:00;7.0;3.38;2.29
Wed;21;9;2016;22:15;7.0;3.69;2.29
Wed;21;9;2016;22:30;7.0;3.22;2.29
Wed;21;9;2016;22:45;7.0;3.19;2.28
Wed;21;9;2016;23:00;8.0;3.52;2.29
Wed;21;9;2016;23:15;7.0;3.71;2.28
Wed;21;9;2016;23:30;7.0;2.84;2.28
Wed;21;9;2016;23:45;7.0;3.08;2.29
Thu;22;9;2016;00:00;5.0;1.48;2.28
Thu;22;9;2016;00:15;4.0;0.15;2.29
Thu;22;9;2016;00:30;4.0;0.12;2.3
Thu;22;9;2016;00:45;4.0;0.12;2.3
Thu;22;9;2016;01:00;8.0;4.44;2.3
Thu;22;9;2016;01:15;5.0;0.76;2.29
Thu;22;9;2016;01:30;4.0;0.15;2.29
Thu;22;9;2016;01:45;5.0;0.92;2.3
Thu;22;9;2016;02:00;7.0;4.08;2.29
Thu;22;9;2016;02:15;4.0;0.15;2.29
Thu;22;9;2016;02:30;4.0;0.12;2.3
Thu;22;9;2016;02:45;4.0;0.09;2.3
Thu;22;9;2016;03:00;9.0;4.57;2.29
Thu;22;9;2016;03:15;4.0;0.35;2.29
Thu;22;9;2016;03:30;4.0;0.12;2.29
Thu;22;9;2016;03:45;4.0;0.09;2.3
Thu;22;9;2016;04:00;4.0;0.12;2.3
Thu;22;9;2016;04:15;4.0;0.09;2.3
Thu;22;9;2016;04:30;7.0;3.82;2.29
Thu;22;9;2016;04:45;5.0;1.05;2.29
Thu;22;9;2016;05:00;4.0;0.08;2.29
Thu;22;9;2016;05:15;4.0;0.08;2.3
Thu;22;9;2016;05:30;4.0;0.08;2.31
Thu;22;9;2016;05:45;4.0;0.08;2.3
Thu;22;9;2016;06:00;4.0;0.08;2.31
Thu;22;9;2016;06:15;4.0;0.08;2.29
Thu;22;9;2016;06:30;4.0;0.08;2.31
Thu;22;9;2016;06:45;3.0;0.08;2.29
Thu;22;9;2016;07:00;4.0;0.08;2.3
Thu;22;9;2016;07:15;4.0;0.08;2.3
Thu;22;9;2016;07:30;4.0;0.08;2.3
Thu;22;9;2016;07:45;3.0;0.08;2.3
Thu;22;9;2016;08:00;4.0;0.08;2.31
Thu;22;9;2016;08:15;4.0;0.08;2.3
Thu;22;9;2016;08:30;4.0;0.08;2.3
Thu;22;9;2016;08:45;4.0;0.08;2.3
Thu;22;9;2016;09:00;3.0;0.08;2.31
Thu;22;9;2016;09:15;5.0;0.08;2.36
Thu;22;9;2016;09:30;4.0;0.08;2.36
Thu;22;9;2016;09:45;4.0;0.08;2.51
Thu;22;9;2016;10:00;5.0;0.08;2.5
Thu;22;9;2016;10:15;4.0;0.08;2.43
Thu;22;9;2016;10:30;4.0;0.08;2.35
Thu;22;9;2016;10:45;5.0;0.08;2.34
Thu;22;9;2016;11:00;5.0;0.94;2.35
Thu;22;9;2016;11:15;9.0;4.68;2.33
Thu;22;9;2016;11:30;4.0;0.09;2.33
Thu;22;9;2016;11:45;4.0;0.08;2.33
Thu;22;9;2016;12:00;5.0;0.08;2.34
Thu;22;9;2016;12:15;4.0;0.35;2.4
Thu;22;9;2016;12:30;9.0;5.18;2.48
Thu;22;9;2016;12:45;4.0;0.08;2.48
Thu;22;9;2016;13:00;4.0;0.08;2.37
Thu;22;9;2016;13:15;6.0;2.56;2.34
Thu;22;9;2016;13:30;9.0;5.31;2.32
Thu;22;9;2016;13:45;8.0;3.9;2.32
Thu;22;9;2016;14:00;9.0;4.16;2.32
Thu;22;9;2016;14:15;9.0;3.74;2.31
Thu;22;9;2016;14:30;9.0;3.75;2.32
Thu;22;9;2016;14:45;8.0;3.74;2.32
Thu;22;9;2016;15:00;8.0;3.8;2.31
Thu;22;9;2016;15:15;7.0;3.42;2.32
Thu;22;9;2016;15:30;8.0;4.06;2.32
Thu;22;9;2016;15:45;7.0;3.17;2.35
Thu;22;9;2016;16:00;8.0;3.88;2.32
Thu;22;9;2016;16:15;8.0;3.52;2.33
Thu;22;9;2016;16:30;7.0;3.42;2.37
Thu;22;9;2016;16:45;8.0;3.73;2.38
Thu;22;9;2016;17:00;7.0;3.86;2.37
Thu;22;9;2016;17:15;8.0;3.73;2.36
Thu;22;9;2016;17:30;8.0;3.61;2.37
Thu;22;9;2016;17:45;7.0;3.71;2.36
Thu;22;9;2016;18:00;8.0;3.79;2.33
Thu;22;9;2016;18:15;8.0;3.77;2.33
Thu;22;9;2016;18:30;7.0;3.76;2.33
Thu;22;9;2016;18:45;7.0;3.6;2.33
Thu;22;9;2016;19:00;7.0;3.38;2.33
Thu;22;9;2016;19:15;8.0;3.95;2.33
Thu;22;9;2016;19:30;7.0;3.23;2.34
Thu;22;9;2016;19:45;7.0;3.61;2.33
Thu;22;9;2016;20:00;7.0;3.33;2.34
Thu;22;9;2016;20:15;7.0;3.73;2.34
Thu;22;9;2016;20:30;8.0;3.5;2.32
Thu;22;9;2016;20:45;7.0;3.5;2.28
Thu;22;9;2016;21:00;7.0;3.08;2.28
