weekday;day;month;year;time;EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Mon;15;1;2018;08:45;6,4;9,6;9,26;40,37;1,06;1,65;1,86;20,7;2,08;3,46;4,56;3,37;0,72;0,5;7,65;3,13
Mon;15;1;2018;09:00;10,0;12,4;9,68;35,85;3,31;2,08;1,97;20,1;2,08;3,46;5,46;3,21;0,72;0,4;7,25;3,03
Mon;15;1;2018;09:15;6,6;12,2;9,12;35,89;1,44;1,65;1,95;20,6;2,07;3,46;6,07;3,43;0,72;0,4;8,21;9,76
Mon;15;1;2018;09:30;9,8;11,5;8,79;39,0;3,04;2,0;1,89;21,12;2,07;1,08;5,28;3,58;0,72;0,5;8,3;10,89
Mon;15;1;2018;09:45;7,6;12,5;9,7;37,39;1,51;2,38;1,88;21,63;2,07;3,1;5,98;3,16;0,72;0,4;8,11;8,74
Mon;15;1;2018;10:00;9,1;12,5;9,68;36,14;2,91;2,38;1,87;21,12;2,07;3,12;5,9;3,11;0,72;0,5;8,1;6,44
Mon;15;1;2018;10:15;8,2;10,7;9,49;36,39;1,55;2,28;1,87;21,29;2,07;3,66;5,29;3,42;0,73;0,4;7,87;2,93
Mon;15;1;2018;10:30;9,0;11,2;9,57;37,9;2,71;2,16;1,9;21,04;2,07;3,32;5,83;3,53;0,72;0,5;7,47;7,19
Mon;15;1;2018;10:45;11,1;12,0;9,57;36,73;1,72;2,37;1,87;20,52;2,07;3,32;5,41;3,07;0,72;0,5;8,43;10,9
Mon;15;1;2018;11:00;8,1;10,7;9,9;35,35;2,45;2,37;1,88;22,29;2,07;3,32;5,68;3,14;0,72;0,5;8,39;5,45
Mon;15;1;2018;11:15;10,0;12,0;9,66;36,92;2,16;2,57;1,88;20,62;2,07;3,47;5,42;3,58;0,72;0,4;8,12;3,43
Mon;15;1;2018;11:30;6,7;11,8;9,02;37,81;2,29;2,7;1,91;21,21;2,07;3,47;5,31;3,47;0,72;0,5;8,15;4,93
Mon;15;1;2018;11:45;12,4;10,7;9,49;37,86;2,27;2,42;1,9;21,29;2,88;3,87;5,5;3,29;0,72;0,5;8,41;6,46
Mon;15;1;2018;12:00;8,6;11,7;9,51;36,39;1,69;2,37;2,02;20,63;2,69;3,87;5,03;2,94;0,72;0,5;8,61;7,06
Mon;15;1;2018;12:15;11,2;11,6;8,96;34,64;3,16;2,37;1,98;19,6;2,07;3,87;5,15;3,82;0,72;0,6;8,48;6,46
Mon;15;1;2018;12:30;6,5;10,9;9,3;37,05;1,38;2,64;2,07;19,77;2,07;3,87;5,78;3,84;0,72;0,5;8,47;2,93
Mon;15;1;2018;12:45;10,5;12,6;9,7;38,76;2,96;2,71;2,13;19,43;2,07;3,87;5,25;3,4;0,72;0,5;8,47;3,64
Mon;15;1;2018;13:00;8,2;12,4;9,39;36,88;1,45;2,71;2,14;19,65;2,08;3,87;5,24;3,35;1,22;0,6;8,49;4,23
Mon;15;1;2018;13:15;12,1;10,6;9,18;36,37;2,61;2,7;2,25;19,65;2,08;3,87;5,14;3,35;0,72;0,7;8,48;3,93
Mon;15;1;2018;13:30;8,1;12,5;9,87;37,14;2,24;3,4;2,53;19,85;2,08;3,87;5,35;3,44;1,19;0,6;8,47;4,23
Mon;15;1;2018;13:45;9,5;12,3;9,07;37,01;1,85;3,56;2,53;19,76;2,08;3,87;5,36;3,46;0,93;0,7;8,47;3,93
Mon;15;1;2018;14:00;8,3;11,1;9,4;36,68;3,11;3,6;3,56;21,52;2,08;3,87;4,93;3,45;1,18;0,8;8,46;8,15
Mon;15;1;2018;14:15;11,0;12,6;10,01;37,1;1,79;3,62;5,42;20,47;2,07;3,87;5,38;3,45;1,22;0,8;8,43;4,32
Mon;15;1;2018;14:30;10,9;12,0;9,12;38,21;2,43;7,64;6,24;19,54;2,07;3,87;4,98;3,48;1,47;0,8;8,46;3,92
Mon;15;1;2018;14:45;8,6;11,7;9,25;37,89;2,52;4,43;4,88;19,78;2,08;3,87;4,83;3,51;1,26;0,8;8,44;4,22
Mon;15;1;2018;15:00;9,4;12,0;9,97;39,14;1,72;6,76;3,56;23,21;2,08;3,87;4,8;3,53;1,19;0,9;8,44;4,13
Mon;15;1;2018;15:15;7,9;12,4;9,59;37,22;2,84;3,89;5,25;21,64;2,91;3,87;4,8;3,51;1,67;0,9;8,41;6,86
Mon;15;1;2018;15:30;10,8;12,1;9,29;37,48;2,15;6,68;3,2;21,56;2,66;2,78;5,17;3,51;1,24;0,9;8,42;4,22
Mon;15;1;2018;15:45;9,3;11,0;9,83;38,18;1,77;4,17;3,26;20,82;2,08;3,3;4,97;3,49;1,54;0,9;8,42;4,13
Mon;15;1;2018;16:00;12,1;12,7;9,69;37,78;3,12;7,76;3,17;21,33;2,08;3,45;5,19;3,49;1,46;1,0;8,41;4,12
Mon;15;1;2018;16:15;6,9;11,8;9,27;36,66;1,71;3,71;3,14;21,87;2,09;4,48;5,07;3,5;1,49;0,9;8,4;4,22
Mon;15;1;2018;16:30;11,0;11,1;9,41;35,14;2,39;10,42;2,96;20,72;2,08;3,4;5,94;3,48;1,65;0,9;8,42;6,57
Mon;15;1;2018;16:45;7,2;12,2;9,68;36,36;2,57;4,37;2,91;21,54;2,09;3,4;6,25;3,44;1,42;1,0;8,4;4,22
Mon;15;1;2018;17:00;13,1;12,6;9,47;39,73;1,78;5,07;2,93;17,74;2,07;3,4;5,17;3,39;1,68;0,7;8,42;4,03
Mon;15;1;2018;17:15;7,8;10,4;9,36;36,89;2,66;4,53;2,7;20,04;2,08;3,4;5,84;3,41;1,33;0,9;8,43;4,12
Mon;15;1;2018;17:30;10,3;12,5;9,23;36,33;2,34;5,49;2,87;18,34;2,08;3,4;5,45;3,41;1,83;1,0;8,39;4,12
Mon;15;1;2018;17:45;8,0;11,9;9,63;37,86;1,91;4,97;2,68;19,38;2,08;3,4;5,26;3,41;1,36;0,8;8,46;4,03
Mon;15;1;2018;18:00;11,8;12,4;9,27;35,96;2,07;3,57;2,64;18,91;2,08;3,4;5,43;3,41;1,51;0,9;8,43;7,39
Mon;15;1;2018;18:15;9,2;10,7;8,89;35,06;2,9;3,61;2,4;19,05;2,07;1,35;4,89;3,13;1,57;1,0;8,46;4,5
Mon;15;1;2018;18:30;8,3;12,1;9,51;40,54;1,92;3,61;2,58;19,66;2,07;3,31;4,29;2,7;1,78;0,8;8,45;4,12
Mon;15;1;2018;18:45;9,6;12,1;9,23;35,8;1,97;3,39;2,3;18,36;1,99;3,32;5,68;2,68;1,34;0,9;8,44;4,33
Mon;15;1;2018;19:00;7,4;10,4;9,19;34,62;2,49;2,92;2,31;21,47;1,97;3,31;5,08;2,7;1,58;0,9;8,48;4,03
Mon;15;1;2018;19:15;10,7;11,6;8,96;37,85;2,6;2,92;2,38;18,29;2,74;3,31;5,05;2,66;1,54;0,8;8,52;4,13
Mon;15;1;2018;19:30;6,5;11,3;9,18;34,71;1,87;2,92;2,25;20,8;2,6;3,31;5,36;2,67;1,35;0,9;8,56;4,13
Mon;15;1;2018;19:45;11,8;11,2;9,58;34,55;1,94;2,92;2,34;19,48;1,97;3,6;4,33;2,67;1,9;0,9;8,58;6,48
Mon;15;1;2018;20:00;8,6;11,6;8,6;40,79;2,44;2,93;2,24;20,33;1,97;3,6;5,1;2,55;1,3;0,9;8,61;4,24
Mon;15;1;2018;20:15;10,6;10,8;9,13;37,8;2,62;2,92;2,33;19,74;1,97;3,6;5,24;2,56;1,25;0,8;8,61;4,13
Mon;15;1;2018;20:30;7,0;12,3;9,32;35,34;2,22;2,87;2,33;19,86;1,98;3,6;4,28;2,56;1,79;0,9;8,63;4,13
Mon;15;1;2018;20:45;9,8;13,2;9,59;35,75;2,06;2,26;2,21;19,97;1,97;3,6;5,08;2,55;1,34;0,8;8,64;4,03
Mon;15;1;2018;21:00;9,1;10,3;9,01;36,44;1,95;2,27;2,3;19,5;1,98;3,6;5,05;2,55;1,05;0,8;8,64;5,84
Mon;15;1;2018;21:15;11,0;12,2;8,66;39,13;2,51;2,68;2,24;20,21;1,98;3,6;4,46;2,53;1,82;0,9;8,66;4,64
Mon;15;1;2018;21:30;8,6;11,4;9,58;38,02;2,44;2,3;2,19;18,99;1,98;1,25;6,65;2,54;1,32;0,8;8,66;4,03
Mon;15;1;2018;21:45;8,6;11,1;9,39;34,17;2,04;2,05;2,24;21,4;1,98;3,3;5,12;2,54;1,24;0,8;8,68;4,23
Mon;15;1;2018;22:00;9,1;12,6;9,33;36,91;1,98;1,93;2,18;18,35;2,0;3,3;5,08;2,55;1,43;0,9;8,66;4,03
Mon;15;1;2018;22:15;8,0;11,6;8,87;36,39;2,4;2,35;2,29;21,62;3,04;3,32;6,32;2,57;1,47;0,8;8,63;4,13
Mon;15;1;2018;22:30;9,8;10,6;9,55;34,04;2,77;2,41;2,14;19,15;2,22;3,3;5,38;2,57;1,14;0,8;8,61;4,13
Mon;15;1;2018;22:45;7,0;11,8;9,21;35,75;1,89;1,97;2,3;19,9;1,98;3,3;5,29;2,56;1,29;1,0;8,63;4,23
Mon;15;1;2018;23:00;10,6;11,1;8,88;38,8;2,13;1,92;2,2;20,53;1,98;3,3;6,51;2,56;1,33;0,8;8,61;5,02
Mon;15;1;2018;23:15;6,5;11,2;9,48;34,46;2,28;1,93;2,22;19,14;1,98;3,29;4,59;2,55;1,5;0,7;8,67;4,03
Mon;15;1;2018;23:30;10,7;11,5;9,49;35,91;2,62;1,93;2,22;20,97;1,98;3,3;5,53;2,53;0,9;1,0;8,65;4,14
Mon;15;1;2018;23:45;7,6;10,7;9,18;37,57;2,27;2,26;2,29;18,37;1,98;3,32;5,15;2,51;1,49;0,7;8,64;3,93
Tue;16;1;2018;00:00;12,3;12,9;9,01;36,5;1,98;2,07;2,16;21,04;1,98;3,37;5,64;2,51;1,29;0,8;8,58;4,22
Tue;16;1;2018;00:15;8,0;11,2;9,48;35,26;2,03;1,89;2,35;18,24;1,98;3,37;5,64;2,52;0,81;0,9;8,57;6,6
Tue;16;1;2018;00:30;9,0;10,6;9,49;35,05;2,59;1,91;2,16;21,55;1,98;3,37;5,25;2,51;1,54;0,8;8,59;4,12
Tue;16;1;2018;00:45;8,6;11,4;8,9;35,75;2,4;1,9;2,26;18,52;1,98;3,37;4,93;2,52;1,34;0,8;8,57;4,12
Tue;16;1;2018;01:00;9,1;10,7;9,25;35,94;1,95;1,9;2,16;21,0;1,98;3,37;5,85;2,5;0,76;0,7;8,57;4,22
Tue;16;1;2018;01:15;12,3;12,3;9,54;35,67;2,1;2,21;2,23;19,55;2,96;3,07;5,69;2,5;1,18;0,8;8,56;3,92
Tue;16;1;2018;01:30;6,7;11,6;9,14;35,82;2,59;2,03;2,32;19,48;2,32;3,34;5,63;2,5;1,35;0,8;8,52;4,02
Tue;16;1;2018;01:45;11,1;10,6;9,29;35,23;1,73;1,91;2,13;21,34;1,98;3,43;5,93;2,5;1,04;0,9;8,28;5,35
Tue;16;1;2018;02:00;6,2;11,4;9,27;36,45;2,88;1,91;2,25;18,27;1,98;3,43;5,43;2,51;0,85;0,6;8,28;4,2
Tue;16;1;2018;02:15;10,6;11,2;9,67;35,83;1,79;1,91;2,23;21,36;1,98;3,43;4,25;2,51;1,29;0,8;8,39;4,12
Tue;16;1;2018;02:30;7,1;11,0;9,06;36,14;2,96;1,91;2,18;18,34;1,98;3,43;5,59;2,51;1,12;0,8;8,55;3,22
Tue;16;1;2018;02:45;9,8;11,9;9,17;35,03;1,6;1,91;2,36;20,96;1,98;3,43;5,28;2,51;0,83;0,8;8,8;4,22
Tue;16;1;2018;03:00;7,7;10,5;9,84;36,21;3,1;2,3;2,19;18,68;1,98;3,43;4,49;2,52;1,24;0,9;8,61;4,12
Tue;16;1;2018;03:15;8,7;11,3;9,19;36,32;1,38;2,01;2,29;21,15;1,98;3,43;5,18;2,52;0,95;0,8;8,62;4,22
Tue;16;1;2018;03:30;9,0;11,0;9,13;36,56;3,34;1,91;2,18;18,62;1,99;3,43;5,03;2,5;0,98;0,8;8,6;3,92
Tue;16;1;2018;03:45;7,9;10,9;9,79;36,33;1,18;1,92;2,3;20,52;1,98;3,43;4,64;2,5;1,0;0,9;8,61;3,52
Tue;16;1;2018;04:00;10,0;11,4;9,51;35,79;3,34;1,92;2,19;19,11;1,98;3,43;5,21;2,51;1,07;0,8;8,62;4,22
Tue;16;1;2018;04:15;7,1;10,9;9,23;35,8;1,12;1,93;2,16;20,19;2,4;3,43;4,55;2,52;1,03;0,9;8,63;4,02
Tue;16;1;2018;04:30;13,7;11,9;9,35;36,48;3,18;1,92;2,21;21,46;2,89;3,43;5,33;2,51;0,89;0,8;8,61;4,22
Tue;16;1;2018;04:45;7,5;12,1;9,56;36,37;1,96;2,22;2,09;18,61;1,98;3,43;5,0;2,5;0,72;0,9;8,61;6,42
Tue;16;1;2018;05:00;10,1;11,8;9,76;35,42;1,57;2,19;2,1;20,95;1,98;3,43;5,22;2,51;1,25;0,8;8,64;3,33
Tue;16;1;2018;05:15;6,7;13,8;9,02;36,6;3,17;1,93;2,17;19,4;1,98;3,43;6,06;2,52;0,83;1,0;8,62;4,13
Tue;16;1;2018;05:30;10,1;10,8;9,45;36,76;1,39;1,93;2,06;20,1;1,98;3,43;6,38;2,49;0,72;0,9;8,62;4,22
Tue;16;1;2018;05:45;6,9;10,7;9,88;36,57;3,34;1,93;2,21;20,23;1,98;3,43;4,48;2,5;1,16;0,9;8,61;4,03
Tue;16;1;2018;06:00;9,8;11,1;9,06;36,4;1,01;1,91;2,04;18,48;1,98;1,89;5,29;2,5;0,72;0,9;8,59;3,92
Tue;16;1;2018;06:15;8,0;11,5;9,16;35,99;3,31;2,23;2,1;21,14;1,98;3,63;5,96;2,5;0,72;0,9;8,56;3,32
Tue;16;1;2018;06:30;8,9;10,4;9,64;36,23;1,35;2,29;2,1;18,33;1,98;3,63;4,58;2,5;1,18;0,9;8,52;4,22
Tue;16;1;2018;06:45;9,2;11,6;9,44;36,47;3,0;1,91;2,16;20,88;1,98;3,63;5,41;2,5;0,71;0,9;8,51;4,12
Tue;16;1;2018;07:00;7,7;10,5;9,37;36,18;1,67;1,91;2,13;18,85;1,97;3,63;5,04;2,51;1,24;0,9;8,5;4,12
Tue;16;1;2018;07:15;11,0;11,1;9,2;35,16;2,42;2,13;2,1;19,23;1,97;3,63;5,25;2,51;0,97;0,9;8,52;5,66
Tue;16;1;2018;07:30;8,8;11,1;9,48;37,35;0,1;2,12;2,24;18,89;2,86;3,63;5,54;2,51;0,91;0,9;8,5;4,12
Tue;16;1;2018;07:45;11,0;10,5;9,69;36,57;0,03;2,59;2,11;18,21;2,41;3,63;4,66;2,54;0,84;1,0;8,51;3,12
Tue;16;1;2018;08:00;6,6;11,6;8,97;35,6;6,61;2,42;2,18;19,79;1,98;1,5;5,38;2,53;0,99;0,9;8,48;4,32
Tue;16;1;2018;08:15;10,6;10,4;9,36;36,31;2,21;2,15;2,15;17,95;1,98;4,38;4,98;2,54;0,88;1,0;8,46;4,13
Tue;16;1;2018;08:30;9,0;12,1;9,8;36,67;2,0;2,16;2,31;19,54;2,07;4,38;7,36;2,54;0,89;1,0;8,47;4,23
Tue;16;1;2018;08:45;11,5;11,8;9,23;37,28;2,06;2,18;2,29;19,23;2,08;1,39;7,69;3,46;1,04;0,9;8,5;5,94
Tue;16;1;2018;09:00;8,2;11,8;9,33;35,95;3,0;2,57;2,28;18,11;2,08;3,41;7,18;3,38;0,85;1,1;8,46;4,23
Tue;16;1;2018;09:15;8,7;13,6;9,8;36,03;1,47;2,91;2,29;20,3;2,08;3,41;10,04;3,41;0,98;1,0;8,45;4,75
Tue;16;1;2018;09:30;9,5;11,6;9,56;36,98;2,92;2,54;2,48;18,01;2,07;3,45;6,4;3,37;1,05;1,0;8,49;8,11
Tue;16;1;2018;09:45;7,9;12,1;9,47;36,7;1,56;2,48;2,48;19,94;2,08;4,71;8,36;3,43;0,92;1,1;7,83;10,4
Tue;16;1;2018;10:00;10,4;10,1;9,67;36,92;2,86;2,91;2,48;20,11;2,25;4,71;7,08;3,45;1,01;1,1;8,47;9,7
Tue;16;1;2018;10:15;7,2;11,4;9,73;37,04;1,69;2,91;2,52;20,37;3,15;1,22;6,82;3,47;0,79;1,0;7,42;7,26
Tue;16;1;2018;10:30;11,0;11,2;8,75;36,86;2,49;2,91;2,58;19,32;2,24;3,6;7,44;3,5;0,98;1,1;7,35;7,46
Tue;16;1;2018;10:45;6,7;11,1;8,75;36,72;2,12;2,69;2,61;18,38;2,08;3,6;7,29;3,32;1,03;1,2;7,6;6,97
Tue;16;1;2018;11:00;11,7;11,4;8,75;37,31;2,43;2,41;2,6;20,71;2,08;3,6;6,96;3,88;0,87;1,0;6,5;6,96
Tue;16;1;2018;11:15;8,7;10,8;8,75;37,78;2,1;2,99;2,62;18,25;2,08;3,6;8,58;3,52;1,03;1,2;8,01;7,53
Tue;16;1;2018;11:30;12,7;11,1;8,75;36,12;2,15;3,39;2,65;20,13;2,08;3,6;8,16;3,56;0,95;1,3;7,46;4,13
Tue;16;1;2018;11:45;6,8;11,8;6,98;41,59;2,54;2,89;2,69;18,76;2,08;3,16;8,52;3,53;1,08;1,3;7,28;4,13
Tue;16;1;2018;12:00;10,9;10,8;9,76;37,3;2,0;3,29;2,69;19,96;2,08;3,62;9,6;3,55;0,97;1,3;7,25;3,93
Tue;16;1;2018;12:15;7,3;11,3;9,13;34,96;2,47;3,3;2,74;19,07;2,08;3,66;10,61;3,42;1,02;1,3;7,45;4,13
Tue;16;1;2018;12:30;12,3;12,2;9,87;39,75;2,21;2,9;2,88;19,63;2,07;3,73;8,93;3,47;1,16;1,4;7,48;4,03
Tue;16;1;2018;12:45;9,5;12,2;10,06;40,77;2,32;3,16;3,02;19,69;2,47;2,9;9,74;3,64;0,73;1,4;7,47;4,23
Tue;16;1;2018;13:00;9,4;11,7;9,21;35,27;1,93;3,63;3,13;19,62;3,13;4,16;10,57;3,62;1,33;1,5;7,48;4,03
Tue;16;1;2018;13:15;9,1;13,6;9,73;36,67;1,93;3,63;3,26;20,35;2,08;4,32;8,69;3,24;1,36;1,5;7,49;4,23
Tue;16;1;2018;13:30;8,7;12,2;9,96;37,38;2,96;2,96;3,32;18,6;2,07;5,61;10,73;3,66;0,79;1,5;7,47;4,03
Tue;16;1;2018;13:45;9,9;11,5;9,79;40,15;1,8;3,56;3,34;20,87;2,07;5,61;9,95;3,6;1,48;1,6;7,46;4,43
Tue;16;1;2018;14:00;8,1;12,1;9,46;40,07;2,61;3,61;3,36;20,85;2,08;3,44;8,83;3,22;1,43;1,6;7,47;4,02
Tue;16;1;2018;14:15;10,3;12,0;9,64;35,83;2,26;3,59;3,34;20,35;2,09;3,44;10,24;3,63;1,42;1,8;7,18;4,44
Tue;16;1;2018;14:30;9,2;12,0;10,17;35,52;1,84;3,57;3,36;20,67;2,09;3,44;12,03;3,2;1,34;1,6;8,79;4,57
Tue;16;1;2018;14:45;12,5;11,7;9,71;39,07;3,11;3,59;3,36;20,59;2,08;2,61;10,28;3,65;1,56;1,7;7,59;7,01
Tue;16;1;2018;15:00;7,1;12,2;9,71;40,56;1,83;3,59;3,37;20,41;2,08;5,34;11,47;3,5;1,63;1,4;9,18;4,31
Tue;16;1;2018;15:15;11,5;11,7;9,71;36,67;2,22;3,58;3,35;20,89;2,08;5,34;10,59;3,35;1,28;1,5;9,19;9,28
Tue;16;1;2018;15:30;6,7;11,9;9,71;36,36;2,75;8,02;3,37;20,84;2,65;1,45;10,75;3,52;1,91;1,5;9,2;9,04
Tue;16;1;2018;15:45;13,6;12,0;9,71;37,71;1,88;3,59;3,36;20,64;2,92;3,69;10,84;3,32;1,91;1,6;9,17;4,53
Tue;16;1;2018;16:00;8,2;11,8;9,71;41,19;2,08;7,18;3,36;20,43;2,08;5,29;10,55;3,62;1,56;1,5;9,2;7,22
Tue;16;1;2018;16:15;11,4;11,0;9,71;36,98;2,61;5,01;3,34;20,3;2,08;3,43;11,35;3,23;1,94;1,5;9,2;7,79
Tue;16;1;2018;16:30;6,9;11,7;5,96;35,38;2,28;6,1;3,35;20,83;2,08;3,57;10,38;3,61;1,58;1,5;9,2;5,0
Tue;16;1;2018;16:45;10,9;11,7;10,14;37,23;1,79;4,72;3,36;19,74;2,08;4,9;11,01;3,2;1,9;1,6;9,22;6,26
Tue;16;1;2018;17:00;7,5;10,3;9,81;39,82;2,99;5,08;3,35;20,46;2,09;4,05;10,62;3,64;1,9;1,5;9,24;6,23
Tue;16;1;2018;17:15;11,1;11,5;9,51;36,97;1,88;6,13;3,32;20,37;2,09;4,05;10,5;3,19;1,9;1,6;9,2;4,43
Tue;16;1;2018;17:30;10,1;11,4;9,86;36,37;2,32;4,74;3,28;19,77;2,09;4,05;10,17;3,66;1,89;1,7;9,19;4,85
Tue;16;1;2018;17:45;9,8;10,4;9,85;38,58;2,67;4,51;3,29;20,4;2,09;4,05;10,2;3,25;1,88;1,4;9,23;4,53
Tue;16;1;2018;18:00;8,7;11,7;9,78;38,1;1,99;6,55;3,29;19,78;2,12;4,05;10,02;3,39;1,88;1,5;9,29;4,53
Tue;16;1;2018;18:15;8,8;11,5;9,47;37,14;1,79;3,64;3,32;20,23;3,16;4,05;9,51;2,75;1,88;1,5;7,78;4,63
Tue;16;1;2018;18:30;11,9;10,9;9,89;37,92;3,14;7,48;3,25;20,02;2,4;4,05;9,49;2,75;1,89;1,5;7,53;4,43
Tue;16;1;2018;18:45;9,4;12,5;10,09;35,27;1,84;3,65;3,22;20,13;1,99;4,05;10,28;2,75;1,9;1,4;7,54;4,43
Tue;16;1;2018;19:00;10,6;10,9;9,43;38,13;1,89;6,94;3,18;19,7;1,97;0,68;9,45;2,75;1,72;1,4;7,53;4,53
Tue;16;1;2018;19:15;7,2;10,4;9,58;39,25;2,72;3,98;3,16;20,12;1,97;3,58;9,99;2,75;1,75;1,5;7,54;4,43
Tue;16;1;2018;19:30;10,9;11,3;10,25;35,09;2,36;5,24;3,11;19,93;1,97;3,59;9,61;2,75;1,95;1,4;7,53;4,23
Tue;16;1;2018;19:45;6,7;11,6;9,42;36,28;1,85;5,46;3,05;20,46;1,97;3,6;9,5;2,75;1,54;1,5;7,54;4,43
Tue;16;1;2018;20:00;12,6;10,6;9,39;39,63;2,25;3,65;3,03;20,14;1,97;3,57;9,5;2,75;1,9;1,4;7,54;4,23
Tue;16;1;2018;20:15;8,4;10,9;10,07;35,92;2,61;5,15;2,98;19,45;2,15;3,61;10,32;2,75;1,9;1,4;7,55;4,43
Tue;16;1;2018;20:30;11,1;11,7;9,47;37,54;2,03;3,64;3,0;20,5;3,05;3,87;9,49;2,75;1,43;1,4;7,57;4,33
Tue;16;1;2018;20:45;6,9;11,4;9,5;34,89;2,0;3,64;2,98;20,0;2,11;3,87;9,52;2,75;1,95;1,6;7,6;4,34
Tue;16;1;2018;21:00;11,5;12,2;9,63;38,34;2,41;6,71;3,01;20,04;1,98;3,87;9,57;2,75;1,95;1,5;7,58;4,23
Tue;16;1;2018;21:15;10,0;11,0;9,89;38,38;2,63;3,65;2,97;19,96;1,98;3,87;9,56;2,75;1,52;1,5;7,6;4,43
Tue;16;1;2018;21:30;10,1;10,4;9,48;36,19;1,98;3,64;2,98;19,94;1,98;3,87;9,65;2,75;1,9;1,5;7,61;4,53
Tue;16;1;2018;21:45;8,9;11,3;9,27;36,46;1,94;4,37;2,94;19,81;1,98;3,87;10,07;2,75;1,53;1,6;7,6;4,33
Tue;16;1;2018;22:00;8,7;11,8;9,84;35,32;2,39;3,6;2,94;19,52;1,98;3,87;8,97;2,75;1,95;1,5;7,57;4,23
Tue;16;1;2018;22:15;9,7;10,3;9,77;39,64;2,74;3,62;2,92;20,37;1,96;3,08;9,26;2,75;1,62;1,5;7,59;4,53
Tue;16;1;2018;22:30;7,5;11,7;9,19;39,19;1,74;4,48;2,88;19,96;2,18;3,08;9,54;2,75;1,7;1,6;7,61;4,33
Tue;16;1;2018;22:45;12,7;12,7;9,34;36,38;2,17;3,64;2,88;20,05;3,04;3,08;9,24;2,75;1,91;1,5;7,58;4,33
Tue;16;1;2018;23:00;8,0;10,2;9,65;35,6;2,87;4,76;2,89;19,41;2,15;4,62;9,13;2,75;1,22;1,6;7,55;4,33
Tue;16;1;2018;23:15;11,3;11,3;9,36;39,45;1,96;5,69;2,83;20,31;1,99;4,62;9,58;2,75;1,94;1,8;7,59;4,13
Tue;16;1;2018;23:30;6,4;11,7;9,43;35,45;2,01;3,63;2,84;19,64;1,99;0,96;9,65;2,75;1,26;1,5;7,62;4,33
Tue;16;1;2018;23:45;12,3;10,0;9,31;35,68;2,05;3,59;2,88;19,79;1,99;3,58;9,65;2,74;1,9;1,5;7,55;4,53
Wed;17;1;2018;00:00;8,7;12,9;9,54;36,64;2,94;3,59;2,71;19,54;1,97;4,66;10,05;2,74;1,41;1,5;7,47;4,22
Wed;17;1;2018;00:15;11,9;11,2;9,72;38,58;1,75;3,6;2,94;19,77;1,98;4,66;10,05;2,74;1,74;1,6;7,48;4,12
Wed;17;1;2018;00:30;7,4;13,3;9,03;39,68;1,95;3,61;2,88;19,97;1,98;1,47;10,21;2,74;1,43;1,5;7,49;4,52
Wed;17;1;2018;00:45;9,7;11,3;9,39;35,12;2,85;3,61;2,83;19,92;1,97;4,68;9,93;2,74;1,74;1,5;7,48;4,22
Wed;17;1;2018;01:00;8,5;11,4;9,77;34,0;2,08;3,62;2,99;19,82;2,57;4,68;9,89;2,74;1,34;1,6;7,51;4,33
Wed;17;1;2018;01:15;9,1;11,9;9,31;21,63;1,92;3,51;2,63;19,83;2,76;1,51;10,54;2,74;1,62;1,5;7,51;4,13
Wed;17;1;2018;01:30;9,1;11,5;8,9;20,56;2,8;2,93;2,94;19,44;1,98;3,6;9,53;2,75;1,37;1,5;7,53;4,23
Wed;17;1;2018;01:45;8,2;12,0;9,41;27,31;1,69;3,44;2,92;20,17;1,98;3,63;9,69;2,75;1,56;1,5;7,53;4,13
Wed;17;1;2018;02:00;12,2;12,1;9,38;68,05;2,41;3,36;2,96;19,63;1,98;4,72;10,02;2,75;1,54;1,4;7,51;4,53
Wed;17;1;2018;02:15;8,6;11,7;9,17;47,4;2,39;2,92;2,71;19,8;1,98;4,72;9,97;2,74;1,3;1,5;7,52;4,23
Wed;17;1;2018;02:30;10,6;11,4;9,0;39,68;2,08;3,53;3,0;19,82;1,98;1,45;9,06;2,72;1,36;1,3;7,52;4,33
Wed;17;1;2018;02:45;6,8;10,0;9,11;38,36;3,27;3,64;2,65;18,59;1,98;3,64;9,69;2,7;1,7;1,4;7,53;4,13
Wed;17;1;2018;03:00;12,1;11,0;9,35;35,75;1,23;3,64;3,02;19,44;1,98;3,71;9,99;2,69;1,08;1,4;7,53;4,63
Wed;17;1;2018;03:15;8,5;11,0;9,27;36,25;3,34;3,64;2,88;20,04;1,98;3,71;8,72;2,68;1,44;1,4;7,52;4,23
Wed;17;1;2018;03:30;12,7;10,6;9,24;35,58;1,13;3,64;2,61;19,17;2,72;3,71;10,0;2,66;1,34;1,2;7,51;4,33
Wed;17;1;2018;03:45;6,4;11,5;9,89;37,93;2,95;3,64;3,05;18,1;2,64;3,71;9,4;2,66;1,9;1,3;7,52;4,23
