Vodafone - Realtime Data;;;;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;;;;
At: January 30, 2018 17:02 (Europe/Lisbon);;;;;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ Q.INV 1 FAR (KWh);EA+ Q.INV 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ Q.INV1 MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ QGD 1 PTM (KWh);EA+ Q.INV 2 SNT (KWh);EA+ GERAL FMC (KWh)
Thu;13;04;2017;15:15;447,02;12;81,68;31;25;6;12,83;30,78;39;65;9,32;40,58;43;7;14,84;29
Thu;13;04;2017;15:30;438,63;10;81,23;32;26;7;12,83;30,46;39;61;8,67;38,63;39;8;14,82;30
Thu;13;04;2017;15:45;444,38;10;82,13;32;26;7;18;30,49;37;62;8,41;38,39;40;8;14,96;30
Thu;13;04;2017;16:00;449,1;11;81,58;31;25;6;18;30,99;39;62;9,25;39;39;7;21,28;29
Thu;13;04;2017;16:15;445,27;13;82,25;30;26;7;7;30,39;39;60;8,97;39,07;42;8;22,59;30
Thu;13;04;2017;16:30;441,91;15;81,05;28;25;6;13,5;30,3;37;61;8,35;40,06;43;8;16,66;29
Thu;13;04;2017;16:45;454,65;14;82,99;26;26;8;23,5;30,54;39;62;8,89;32,92;44;8;18,81;30
Thu;13;04;2017;17:00;439,56;14;81,74;27;26;6;6;26,11;38;62;9,02;44,45;40;7;23,25;29
Thu;13;04;2017;17:15;448,48;13;81,48;27;26;7;16;21,83;38;64;8,78;40,5;39;8;27,9;30
Thu;13;04;2017;17:30;439,01;13;81,05;27;25;6;14,5;20,31;37;64;8,41;37,01;40;8;27,72;30
Thu;13;04;2017;17:45;432,94;12;80,94;27;26;8;13,5;20,98;38;61;8,76;36,17;39;8;24,58;29
Thu;13;04;2017;18:00;442,66;11;79,9;26;25;6;24;24,65;38;61;9,22;34,07;42;8;23,83;30
Thu;13;04;2017;18:15;426,9;12;80,02;24;25;7;5,5;20,8;38;60;8,57;38,49;43;8;27,51;29
Thu;13;04;2017;18:30;425,66;15;78,91;25;25;6;13,5;20,08;37;61;8,3;32,3;39;8;27,57;29
Thu;13;04;2017;18:45;432,83;13;80,04;25;26;8;16;19,64;38;61;9,16;35,57;38;7;27,42;29
Thu;13;04;2017;19:00;428,21;11;79,59;25;25;6;15;19,13;38;61;8,85;36,33;39;8;27,32;29
Thu;13;04;2017;19:15;419,32;11;79,53;24;25;7;13,5;19,06;37;60;8,34;32,63;39;8;27,27;28
Thu;13;04;2017;19:30;425,09;11;79,49;25;24;6;13,5;19,11;38;61;9,02;37,83;40;7;27,14;27
Thu;13;04;2017;19:45;404,93;10;74,2;25;25;7;15;16,8;37;60;9,09;33,19;38;8;21,65;25
Thu;13;04;2017;20:00;402,47;11;75,71;24;24;7;14,5;23,32;36;58;8,39;33,56;39;8;15;25
Thu;13;04;2017;20:15;409,1;11;75,72;25;25;7;22,5;23,38;38;53;8,9;34,6;38;8;15;24
Thu;13;04;2017;20:30;386,1;10;76,02;24;25;6;6;23,38;37;52;9,13;32,54;38;7;15,02;25
Thu;13;04;2017;20:45;394,45;11;76,13;24;24;7;14;23,07;37;49;8,34;35,89;38;8;15,01;24
Thu;13;04;2017;21:00;402,61;10;75,76;25;25;7;24;18,45;37;50;8,74;35,63;38;8;15,02;25
Thu;13;04;2017;21:15;385,84;11;75,63;24;24;6;7;23,06;38;50;9,06;33,07;38;8;15,02;24
Thu;13;04;2017;21:30;393,11;10;76,09;24;24;8;14,75;19,02;37;50;8,47;36,76;38;7;15,02;25
Thu;13;04;2017;21:45;392,26;11;75,27;24;25;5;14,75;22,06;38;50;8,64;33,52;38;8;15,03;24
Thu;13;04;2017;22:00;384,31;10;74,68;24;24;8;12,5;19,6;37;47;8,92;32,6;38;8;15,01;25
Thu;13;04;2017;22:15;390,26;10;74,28;24;24;6;15;20,41;37;50;8,47;36,08;38;8;15,03;24
Thu;13;04;2017;22:30;384,47;10;74,31;24;24;7;13;20,38;37;47;8,79;33,01;38;8;14,98;25
Thu;13;04;2017;22:45;390,37;11;74,62;24;24;7;16;21,43;37;50;9,18;32,11;38;7;15,02;24
Thu;13;04;2017;23:00;387,22;10;74,96;23;25;6;14;18,97;37;47;8,32;36,97;38;8;15,01;25
Thu;13;04;2017;23:15;387,97;10;75,51;23;24;7;14;22,46;38;48;8,5;32,5;38;8;14,99;24
Thu;13;04;2017;23:30;384,63;10;75,21;23;24;6;15;18,06;37;49;9,22;32,13;38;8;15;25
Thu;13;04;2017;23:45;397,01;10;74,35;23;24;8;23;21,38;37;46;8,78;37,53;38;7;14,98;24
Fri;14;04;2017;00:00;375,51;10;74,53;23;24;6;5,5;19,88;38;48;8,6;32,02;38;8;14,98;25
Fri;14;04;2017;00:15;385,07;10;74,38;23;25;7;16,5;19,64;37;47;9,02;32,56;37;8;14,98;24
Fri;14;04;2017;00:30;386,3;9;74,2;23;25;6;16,5;21,75;36;47;8,31;34,56;38;8;14,98;24
Fri;14;04;2017;00:45;384,17;10;74,8;23;25;7;16,75;17,88;37;47;8,77;32;38;7;14,98;25
Fri;14;04;2017;01:00;388,56;10;74,69;23;25;7;16,75;23,15;36;47;9;31,95;38;8;15,03;24
Fri;14;04;2017;01:15;373,1;10;74,31;23;25;6;5;18,33;37;47;8,76;33,74;37;8;14,96;25
Fri;14;04;2017;01:30;387,51;10;74,39;23;25;7;16;21,13;37;47;8,32;34,66;38;7;15,01;24
Fri;14;04;2017;01:45;381,78;10;74,53;23;24;6;16;16,63;38;48;8,5;32,15;38;8;14,98;24
Fri;14;04;2017;02:00;383,08;10;74,18;22;25;8;13;22,15;36;47;9,25;32,49;37;7;15,02;25
Fri;14;04;2017;02:15;381,95;10;74,24;23;25;6;16;16,33;36;47;8,65;35,81;38;7;14,91;24
Fri;14;04;2017;02:30;382,34;10;73,51;23;25;7;15;18,69;38;47;8,68;32,49;37;8;14,97;24
Fri;14;04;2017;02:45;382,61;9;74,29;22;25;8;13,5;21,52;37;47;8,91;31,42;38;7;14,97;25
Fri;14;04;2017;03:00;378,43;10;74,28;23;24;5;14;16,25;36;47;8,21;35,74;38;8;14,96;24
Fri;14;04;2017;03:15;380,67;10;74,16;23;25;8;14,13;17,34;37;47;8,8;33,29;37;7;14,96;24
Fri;14;04;2017;03:30;382,44;10;74,24;22;25;6;14,13;21,04;37;47;9,12;31,93;38;7;14,99;25
Fri;14;04;2017;03:45;377,41;10;73,41;23;25;7;14,13;16,17;37;47;8,25;33,49;37;7;14,97;24
Fri;14;04;2017;04:00;380,44;9;74,26;22;25;8;14,13;17,32;36;47;8,37;35,41;38;7;14,96;24
Fri;14;04;2017;04:15;382,41;10;74,19;23;25;5;14,5;19,75;38;47;8,75;32,25;37;8;14,96;25
Fri;14;04;2017;04:30;376,6;10;73,91;22;24;8;14,5;17;36;47;9,16;32,06;38;6;14,97;24
Fri;14;04;2017;04:45;385,22;10;74,17;23;25;7;14,5;19,1;37;47;8,46;36,03;37;8;14,96;24
Fri;14;04;2017;05:00;377,09;9;73,81;22;25;6;14,5;16,15;37;47;8,36;33,34;38;7;14,94;25
Fri;14;04;2017;05:15;381,94;10;73,77;23;25;8;14,5;20,14;37;47;8,84;31,71;37;7;15;24
Fri;14;04;2017;05:30;375,44;10;74,3;22;25;5;14,5;17,03;37;47;8,92;31,77;38;6;14,93;24
Fri;14;04;2017;05:45;380,61;9;73,71;23;24;8;14,5;16,66;37;46;8,14;36,61;37;8;15;24
Fri;14;04;2017;06:00;373,38;10;73,77;22;25;6;11,17;17,68;37;47;8,45;31,37;38;6;14,94;25
Fri;14;04;2017;06:15;377,69;10;73,97;23;25;7;11,17;17,88;37;47;8,95;31,75;38;8;14,97;24
Fri;14;04;2017;06:30;378,13;10;74,26;22;25;7;11,17;19,63;37;47;8,76;34,36;37;6;14,96;24
Fri;14;04;2017;06:45;374,27;9;73,2;22;25;6;13,8;16,39;37;47;8,15;32,75;38;7;14,98;24
Fri;14;04;2017;07:00;377,72;10;73,63;23;24;7;13,8;16,49;37;47;8,64;33,22;37;7;14,94;25
Fri;14;04;2017;07:15;377,6;10;74,14;22;25;6;13,8;19,39;37;47;8,96;32,33;37;6;14,99;24
Fri;14;04;2017;07:30;382,23;9;74,2;23;25;7;13,8;17,13;37;47;8,29;36,85;38;7;14,96;24
Fri;14;04;2017;07:45;392,02;10;73,75;22;23;8;13,8;17,76;37;62;8,56;33,19;38;6;14,96;24
Fri;14;04;2017;08:00;393,66;9;73,02;23;24;6;16,5;18;37;62;8,7;32,46;37;7;14,97;25
Fri;14;04;2017;08:15;391,47;10;72,34;22;23;7;16,5;19,26;37;60;8,28;34,12;37;6;14,96;24
Fri;14;04;2017;08:30;392,76;10;73,33;23;24;6;11,83;18,3;37;60;8,55;37,78;38;6;14,96;24
Fri;14;04;2017;08:45;391,04;9;75,26;22;23;7;11,83;17,47;37;60;9,1;33,34;37;7;18,04;24
Fri;14;04;2017;09:00;400,3;10;76,21;23;23;7;11,83;18,6;37;61;8,34;32,66;37;7;22,64;25
Fri;14;04;2017;09:15;400,35;10;75,47;22;23;6;13,5;13,26;38;62;8,81;35,25;37;6;26,07;24
Fri;14;04;2017;09:30;407,06;10;74,87;23;23;8;14;12,94;36;66;8,49;33,3;38;7;27,47;25
Fri;14;04;2017;09:45;410,44;10;75,13;23;24;6;22,5;13,24;37;64;8,76;32,24;37;6;27,57;24
Fri;14;04;2017;10:00;403,51;10;76,45;23;23;6;6;13,2;38;64;8,53;38,75;38;7;27,58;24
Fri;14;04;2017;10:15;407,04;10;76,36;23;23;8;14;12,96;37;64;8,36;33,79;38;6;27,58;25
Fri;14;04;2017;10:30;410,69;10;76,12;23;22;6;15,5;18,73;38;62;8,82;32,56;38;7;28,96;24
Fri;14;04;2017;10:45;422,78;11;76,54;23;23;7;16,5;16,71;38;65;8,98;38,64;38;6;29,42;25
Fri;14;04;2017;11:00;414,72;10;76,6;23;23;6;16,13;19,3;37;64;8,22;33,71;38;7;27,76;25
Fri;14;04;2017;11:15;415,98;10;76,81;24;24;8;16,13;17,02;38;64;8,35;32,88;38;7;27,8;24
Fri;14;04;2017;11:30;416,22;11;76,15;23;23;5;16,13;18,8;37;62;9,17;38,21;38;6;27,77;25
Fri;14;04;2017;11:45;418,37;10;79,06;24;23;8;16,13;19,8;38;61;8,69;32,89;38;7;27,81;25
Fri;14;04;2017;12:00;417,15;11;75,98;23;23;7;17;18,74;39;61;8,48;36,02;38;7;27,94;24
Fri;14;04;2017;12:15;421,2;11;78,68;24;24;6;17;17,29;37;62;9;38,67;37;7;27,57;25
Fri;14;04;2017;12:30;402,86;11;78,1;24;21;7;6;19,52;37;61;8,14;32,57;39;7;26,54;25
Fri;14;04;2017;12:45;418,63;10;77,85;23;23;7;13,5;19,53;37;62;8,96;40,87;38;6;27,92;24
Fri;14;04;2017;13:00;416,1;11;79,98;24;23;6;13,5;17,41;38;61;8,82;34,4;38;8;28;25
Fri;14;04;2017;13:15;432,6;11;84,92;24;24;8;14;18,63;39;62;8,31;37,69;42;7;28,05;24
Fri;14;04;2017;13:30;442,84;11;85,83;24;23;6;14;18,11;38;62;8,8;46,05;42;7;28,06;29
Fri;14;04;2017;13:45;457,75;11;86,61;24;23;7;22;19,07;38;62;9,27;52,66;39;7;28,15;29
Fri;14;04;2017;14:00;423,96;11;85,96;23;24;7;5,5;17,76;37;61;8,44;42,04;38;7;28,26;28
Fri;14;04;2017;14:15;441,96;16;85,53;25;23;6;14;19,96;38;62;8,93;41,49;39;7;28,05;28
Fri;14;04;2017;14:30;446,18;15;85,96;24;23;7;13,5;17,4;38;62;8,93;49,17;39;8;28,22;27
Fri;14;04;2017;14:45;453,48;15;88,75;24;24;7;14;20,43;37;61;8,29;47,76;42;8;28,26;28
Fri;14;04;2017;15:00;454,99;15;88,16;24;23;7;22,5;19,39;36;62;8,93;42,68;42;7;30,34;27
Fri;14;04;2017;15:15;444,78;15;88,27;26;23;6;5,5;21,96;38;66;8,91;42,18;39;8;28,96;28
Fri;14;04;2017;15:30;451,67;15;87,91;25;24;8;15,25;17,52;38;67;8,46;43,28;39;8;28,25;27
Fri;14;04;2017;15:45;455;16;87,6;25;23;6;15,25;21,78;38;67;8,84;44,19;39;7;28,35;28
Fri;14;04;2017;16:00;452,2;15;87,57;26;23;7;17,25;17,97;37;67;9,01;44,04;38;8;28,36;27
Fri;14;04;2017;16:15;450,14;15;87,07;25;24;7;17,25;19,04;38;63;8,23;43,31;40;7;28,24;28
Fri;14;04;2017;16:30;448,92;16;87,34;26;23;7;5;20,94;37;64;8,74;44,55;43;8;30,35;28
Fri;14;04;2017;16:45;450,53;15;87,56;26;23;7;15;20,2;38;61;9,28;41,49;41;8;31;27
Fri;14;04;2017;17:00;443,15;16;86,71;25;23;6;16,5;19,22;39;61;9,26;39,65;38;7;28,81;28
Fri;14;04;2017;17:15;451,06;15;87,47;26;24;8;16,5;20,62;38;61;9,72;42,53;39;8;28,22;27
Fri;14;04;2017;17:30;439,09;16;86,42;26;23;6;16;20,85;37;60;8,38;37,33;38;8;28,11;28
Fri;14;04;2017;17:45;440,44;16;86,28;25;23;7;16;18,72;38;61;8,05;38,9;39;7;28,49;28
Fri;14;04;2017;18:00;446,72;15;87;26;24;6;15;22,02;38;61;7,97;40,05;39;8;30,69;27
Fri;14;04;2017;18:15;441,65;14;86,55;27;23;8;14;17,46;39;61;8,55;38,95;41;7;28,14;28
Fri;14;04;2017;18:30;435,94;15;86,22;24;23;6;14;20,85;37;60;8,37;35,7;42;8;27,81;28
Fri;14;04;2017;18:45;432,19;14;85,32;25;23;7;13;17,96;38;61;7,71;37,3;39;8;27,9;28
Fri;14;04;2017;19:00;440,18;15;84,95;25;24;7;14;20,68;38;61;8,72;39,01;39;8;27,83;28
Fri;14;04;2017;19:15;427,72;14;85,11;24;21;7;14;15,8;38;60;8,38;39,52;38;7;27,91;28
Fri;14;04;2017;19:30;429,68;12;85,44;27;23;6;14;20,45;37;61;7,77;35,13;39;8;27,89;26
Fri;14;04;2017;19:45;421,87;11;83,55;24;23;7;14;16,58;38;65;7,85;33,11;38;8;27,76;25
Fri;14;04;2017;20:00;423,55;11;82,24;24;24;7;13;20,75;38;63;7,94;32,91;38;8;27,71;26
Fri;14;04;2017;20:15;412,5;11;81,37;24;23;7;14;18,11;38;60;8,08;32,37;38;7;27,57;23
Fri;14;04;2017;20:30;414,61;11;81,36;24;24;6;13,5;18,9;38;59;8,36;33,13;38;8;27,35;24
Fri;14;04;2017;20:45;394,29;10;82,23;23;21;7;14;22,23;37;53;7,45;32,57;38;8;15,82;23
Fri;14;04;2017;21:00;409,61;11;82,61;24;23;6;22,5;23,23;37;52;8,05;32,99;37;8;19,23;23
Fri;14;04;2017;21:15;398,54;11;80,71;24;23;8;13,9;22,4;38;51;7,77;33,02;38;7;16,75;24
Fri;14;04;2017;21:30;393,51;10;80,69;23;24;6;13,9;20,18;37;50;7,66;32,56;38;8;19,52;23
Fri;14;04;2017;21:45;396,33;11;80,61;24;23;7;13,9;23,38;38;50;8,08;33,34;38;8;15,03;23
Fri;14;04;2017;22:00;388,42;10;80,75;23;23;7;13,9;18,63;38;49;7,6;32,51;38;8;15,03;24
Fri;14;04;2017;22:15;393,45;11;81,33;24;24;6;13,9;23,17;37;50;7,88;33,14;38;7;15,04;22
Fri;14;04;2017;22:30;378,56;10;81,17;23;21;7;5,5;19,88;38;48;7,96;33,07;38;8;14,99;23
Fri;14;04;2017;22:45;393,91;10;80,63;23;23;7;17,5;22,75;37;50;7,43;32,59;37;8;15,01;23
Fri;14;04;2017;23:00;389,89;10;80,16;23;24;6;17,5;18,85;38;47;7,94;33,47;38;8;14,98;23
Fri;14;04;2017;23:15;389,11;11;76,21;23;23;7;14;23,45;38;49;7,91;32,52;38;8;15,01;23
Fri;14;04;2017;23:30;378,57;10;73,73;23;23;6;16;18,07;37;48;7,73;33,06;38;7;14,97;23
Fri;14;04;2017;23:45;389,83;10;75,28;23;23;8;19;22,84;38;48;7,68;33,04;38;8;15;21
Sat;15;04;2017;00:00;381,5;10;75,51;23;23;6;19;18,8;37;48;7,9;32,34;37;7;14,95;22
Sat;15;04;2017;00:15;373,8;10;75,18;23;24;7;6;20,77;38;48;7,57;33,27;38;6;15,01;22
Sat;15;04;2017;00:30;373,89;9;75,17;23;21;7;14;17,82;37;47;8,17;32,75;38;7;14,99;22
Sat;15;04;2017;00:45;379,45;10;75,42;23;23;6;13;20,74;38;47;8,91;32,38;38;7;15;22
Sat;15;04;2017;01:00;384,54;10;75,37;23;23;7;22;18,86;37;46;8,29;33,05;37;7;14,97;22
Sat;15;04;2017;01:15;372,36;10;75,45;23;23;7;11,17;18,71;37;47;7,97;32,09;38;6;14,98;21
Sat;15;04;2017;01:30;375,71;10;75,19;23;24;6;11,17;17,4;38;48;8,17;32,83;38;7;14,97;22
Sat;15;04;2017;01:45;374,09;10;74,89;22;23;7;11,17;18,67;38;47;8,04;32,37;38;7;14,97;22
Sat;15;04;2017;02:00;374,21;10;74,16;23;23;6;13,5;19,59;37;46;8,6;32,37;37;7;14,99;22
Sat;15;04;2017;02:15;370,94;9;74,09;23;21;7;14;17,15;37;47;8,28;32,46;38;7;14,96;21
Sat;15;04;2017;02:30;376,72;10;74,2;23;23;6;13,5;20,66;38;46;8,27;32,13;38;7;14,96;22
Sat;15;04;2017;02:45;378,32;10;73,7;23;22;8;21,5;16,85;37;46;8,01;32,3;37;7;14,96;21
Sat;15;04;2017;03:00;368,16;9;72,86;23;18;6;11,67;20,29;37;48;8,26;32,11;38;6;14,96;23
Sat;15;04;2017;03:15;367,87;10;73,67;23;19;8;11,67;17,24;38;47;8,15;32,19;37;7;14,97;21
Sat;15;04;2017;03:30;362,68;9;70,52;23;19;6;11,67;17,56;37;46;8,14;31,82;38;7;14,98;23
Sat;15;04;2017;03:45;371,65;10;72,97;22;20;7;14,86;20,34;38;46;8,36;32,17;37;7;14,97;21
Sat;15;04;2017;04:00;367,46;9;72,73;22;20;6;14,86;17,02;36;47;7,95;31,92;38;7;15;23
Sat;15;04;2017;04:15;365,01;9;70,41;22;21;8;14,86;16,55;38;46;8,51;31,7;37;6;14,98;21
Sat;15;04;2017;04:30;369,67;9;72,64;22;20;6;14,86;20,53;37;46;8,18;32,53;38;7;14,94;21
Sat;15;04;2017;04:45;363,09;10;70,56;22;20;6;14,86;16,43;38;44;7,87;31,42;38;7;14,95;22
Sat;15;04;2017;05:00;364,68;9;71,24;22;19;8;14,86;17,77;37;46;7,95;31,9;37;6;14,95;22
Sat;15;04;2017;05:15;364,89;9;71,26;22;19;6;14,86;18,57;37;46;8,09;32,17;38;7;14,95;21
Sat;15;04;2017;05:30;355,67;9;71,9;22;19;7;7;16,51;37;47;7,86;31,42;37;7;14,97;21
Sat;15;04;2017;05:45;364,81;9;71,39;22;20;7;16;17,43;38;44;8,04;32,04;38;6;14,91;21
Sat;15;04;2017;06:00;371,5;9;71,8;22;19;6;25,5;17,77;37;44;7,6;31,84;37;7;14,98;21
Sat;15;04;2017;06:15;352,76;9;71,18;22;19;7;6,5;15,93;37;46;7,83;31,37;38;6;14,96;21
Sat;15;04;2017;06:30;367,16;9;71,59;22;19;6;17;19,04;37,5;46;7,31;32,26;37,5;7;14,96;21
Sat;15;04;2017;06:45;360,93;10;70,49;21;19;7;17;15,69;37,5;45;7,47;31,33;37,5;6;14,95;21
Sat;15;04;2017;07:00;361,23;9;70,01;22;20;7;17;15,81;37;44;7,84;31,6;37;7;14,96;21
Sat;15;04;2017;07:15;363,55;9;69,35;22;19;6;17;19,01;38;45;7,34;31,91;38;6;14,93;21
Sat;15;04;2017;07:30;348,24;9;68,65;22;19;7;5;15,68;38;46;7,87;31,09;37;6;14,95;21
Sat;15;04;2017;07:45;361;9;69,09;22;19;6;15;15,76;37;46;8,83;32,36;38;7;14,98;21
Sat;15;04;2017;08:00;360,62;9;70,01;22;19;8;15;18,74;36;45;7,7;31,26;37;6;14,91;21
Sat;15;04;2017;08:15;361,11;9;71,25;21;20;5;17;15,88;38;44;8,03;31,98;37;7;14,97;21
Sat;15;04;2017;08:30;370,96;9;71,82;23;19;8;17;18,24;37;47;7,92;32,05;37;6;14,93;23
Sat;15;04;2017;08:45;363,18;9;71,31;22;20;6;11,33;16,89;38;49;8,14;31,53;38;6;14,98;21
Sat;15;04;2017;09:00;382,25;10;74,1;22;20;7;11,33;19,97;38;57;8,18;32,7;37;7;14,97;23
Sat;15;04;2017;09:15;372,98;9;73,33;22;20;7;11,33;16,13;37;56;8,27;31,97;38;6;14,95;22
Sat;15;04;2017;09:30;387,41;9;74,82;23;20;6;17;19,08;38;59;7,37;33,16;37;6;14,98;23
Sat;15;04;2017;09:45;399,16;10;73,9;23;20;8;17;17,49;37;59;8,59;32,57;38;7;23,61;24
Sat;15;04;2017;10:00;399;10;81,44;22;21;6;11,33;13,09;38;60;7,8;32,69;38;6;26,63;25
Sat;15;04;2017;10:15;403,57;10;84,27;23;20;7;11,33;13,29;38;59;8,35;33;37;6;27,33;26
Sat;15;04;2017;10:30;407,95;10;84,47;24;21;6;11,33;13,16;38;59;7,81;32,79;38;7;27,39;28
Sat;15;04;2017;10:45;416,39;11;84,84;23;25;7;13;12,94;39;60;8,06;32,99;38;6;27,56;28
Sat;15;04;2017;11:00;430,71;12;85,59;24;28;7;24;13,08;37;59;7,45;32,96;38;6;27,63;29
Sat;15;04;2017;11:15;412,21;13;80,15;24;24;6;4,5;18,64;39;59;7,72;32,99;38;7;29,21;29
Sat;15;04;2017;11:30;423,94;12;84,66;24;24;7;15,5;16,08;39;60;7,82;33,04;38;6;28,83;28
Sat;15;04;2017;11:45;427,06;13;86,01;25;24;7;16;20,06;38;59;7,38;32,99;38;6;27,63;27
Sat;15;04;2017;12:00;432,52;13;86;25;25;6;16,5;18,86;39;60;7,88;33,47;39;7;27,81;28
Sat;15;04;2017;12:15;422,22;13;84,61;25;24;8;16,5;13,56;38;59;7,57;33,28;38;6;27,71;28
Sat;15;04;2017;12:30;428,66;13;84,29;25;24;6;16,5;14,87;39;60;7,9;33,27;43;6;27,83;28
Sat;15;04;2017;12:45;446,2;13;87,25;26;24;7;16,5;20,63;39;59;8,8;37,35;42;7;30,66;28
Sat;15;04;2017;13:00;442,11;13;87,92;27;25;7;12,5;18,86;40;64;8,1;36,82;39;7;28,9;27
Sat;15;04;2017;13:15;451,45;14;87,4;26;24;6;13,5;18,91;38;66;8,28;49,41;38;6;27,96;28
Sat;15;04;2017;13:30;441,03;13;87,38;27;24;7;14;20,5;40;61;7,5;37,59;39;7;28,06;28
Sat;15;04;2017;13:45;442,37;14;87,85;27;24;7;14;20,06;38;59;8,32;37,18;42;8;27,96;28
Sat;15;04;2017;14:00;439,05;12;84,3;30;24;6;13;20,35;39;59;7,51;37,87;43;8;28,02;27
Sat;15;04;2017;14:15;447,62;11;87,03;32;24;8;14;18,63;39;60;8,03;40,13;40;7;30,82;28
Sat;15;04;2017;14:30;444,46;11;87,24;32;24;6;14;21,8;40;63;7,33;37,3;39;8;28,79;25
Sat;15;04;2017;14:45;441,97;11;87,59;32;24;7;14;18,44;39;64;7,98;36,76;39;8;28,2;25
Sat;15;04;2017;15:00;441,66;11;84,69;31;23;6;15,25;22,19;39;60;7,4;40,84;40;7;28,29;26
Sat;15;04;2017;15:15;448,09;11;86,56;32;24;8;15,25;17,39;39;60;7,84;40,79;42;8;29,26;27
Sat;15;04;2017;15:30;452,65;11;86,59;31;24;6;15,25;20,17;39;59;8,9;42,01;44;7;30,75;28
Sat;15;04;2017;15:45;449,88;11;87,23;31;23;7;15,25;21,32;39;62;8,14;39,79;40;8;28,15;29
Sat;15;04;2017;16:00;448,09;11;84,62;32;24;6;15,25;21,03;39;64;7,65;36,1;39;8;31,45;29
Sat;15;04;2017;16:15;449,6;11;86,52;31;24;7;15,25;21,14;39;62;8,4;39,91;39;7;29,38;29
Sat;15;04;2017;16:30;439,14;11;87,13;31;23;7;5,5;20,76;39;59;8,01;41,18;40;8;28,56;30
Sat;15;04;2017;16:45;453,49;11;86,03;32;23;7;14;21,58;40;60;8,4;39,8;43;8;30,68;29
Sat;15;04;2017;17:00;441,93;11;85,08;31;24;6;14;20,88;38;60;8,22;37,79;42;7;27,96;29
Sat;15;04;2017;17:15;451,83;11;87,65;32;23;8;14;20,7;39;63;7,8;40,86;39;8;27,83;30
Sat;15;04;2017;17:30;450,23;11;86,28;30;24;6;16;21,01;39;63;8,37;42,64;39;8;27,93;28
Sat;15;04;2017;17:45;445,59;11;85,41;32;23;7;16;20,87;39;60;8,27;37,27;39;7;29,78;30
Sat;15;04;2017;18:00;441,64;11;85,19;31;23;7;16;20,47;39;59;8,14;37,01;38;8;29,83;29
Sat;15;04;2017;18:15;448,62;12;86,69;32;24;6;15,75;19;39;60;7,93;39,77;43;7;27,5;29
Sat;15;04;2017;18:30;448,71;11;86,57;31;23;7;15,75;21,67;38;59;8,08;41,03;42;8;27,62;29
Sat;15;04;2017;18:45;446,03;10;83,55;31;23;7;15,75;18,06;39;64;7,66;40,4;40;8;29,62;29
Sat;15;04;2017;19:00;447,16;10;85,24;32;24;7;15,75;20,95;38;63;7,78;38,95;40;8;27,49;29
Sat;15;04;2017;19:15;432,12;11;86,25;29;23;6;12,5;18,01;39;60;7,82;35,88;39;7;27,67;30
Sat;15;04;2017;19:30;430,66;9;80,86;31;23;8;13,5;21,22;38;59;8,04;35,32;40;8;27,72;28
Sat;15;04;2017;19:45;432,11;10;82,17;31;24;6;14;17,62;39;60;7,29;34,94;39;8;29,1;30
Sat;15;04;2017;20:00;429,75;9;82,17;30;23;7;13,5;19,55;38;59;8,49;35,67;40;8;27,36;29
Sat;15;04;2017;20:15;430,99;11;81,08;27;23;6;22,5;19,02;39;59;8,38;32,85;39;7;27,15;29
Sat;15;04;2017;20:30;402,14;11;82,56;23;23;8;5;17,57;38;52;8,37;32,54;39;8;27,1;27
Sat;15;04;2017;20:45;410,98;11;84,25;24;24;5;14;17,55;39;52;8,54;32,63;40;8;27,02;24
Sat;15;04;2017;21:00;404,93;10;83,34;24;23;8;14;13,27;38;51;8,56;32,75;39;8;27;25
Sat;15;04;2017;21:15;404,09;11;83,84;24;23;6;13;20,09;38;51;10,07;32,16;39;7;20,92;25
Sat;15;04;2017;21:30;396,94;11;83,23;23;24;7;14;21,34;39;49;7,28;33,07;39;8;15,03;23
Sat;15;04;2017;21:45;395,65;10;79,4;24;23;6;14;23,78;38;52;7,56;31,9;40;8;15,01;23
Sat;15;04;2017;22:00;392,33;11;79,88;23;23;7;14;23,89;38;48;7,58;33,01;39;8;14,98;22
Sat;15;04;2017;22:15;399,26;10;81,43;24;23;7;23;19,91;38;49;7,56;32,4;39;7;14,96;23
Sat;15;04;2017;22:30;384,83;10;80,5;23;24;6;5,5;20,14;39;50;8,19;32,48;39;8;15,01;24
Sat;15;04;2017;22:45;393,26;11;81,58;23;23;8;13,5;21,11;39;47;8,23;32,87;39;8;14,96;23
Sat;15;04;2017;23:00;387,67;10;80,92;24;23;6;15;17,27;38;48;8,53;31,94;39;8;15;23
