WiseMetering realtime, exported on November 17, 2016 18:05, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ IT OMCs (KWh);EA+ IT BVTP0 (KWh);EA+ IT SNT (KWh);EA+ IT FMC (KWh);EA+ IT MAT (KWh);EA+ IT FNC (KWh);EA+ IT CMB (KWh);EA+ IT PDG (KWh);EA+ IT AVR (KWh);EA+ IT FAR (KWh);EA+ IT ALF1P-1 (KWh);EA+ IT RAN (KWh);EA+ IT PTM (KWh)
Sun;31;01;2016;10:45;266,02;54,02;24,77;16,76;38,21;3,72;15,71;3,9;19,15;9,76;49,14;28,69;2,2
Sun;31;01;2016;11:00;266;54,12;24,87;16,8;38,05;3,73;15,71;3,91;19,15;9,68;49,16;28,63;2,2
Sun;31;01;2016;11:15;265,12;54,09;24,88;16,81;38,07;3,72;15,72;3,9;19,15;9,71;48,25;28,62;2,2
Sun;31;01;2016;11:30;268;54,09;24,8;16,8;39,16;3,74;15,74;3,9;19,16;10,72;49,02;28,66;2,21
Sun;31;01;2016;11:45;266,34;54,13;24,85;16,82;38,19;3,72;15,73;3,9;19,17;9,7;49,19;28,75;2,19
Sun;31;01;2016;12:00;266,27;54,18;24,87;16,81;38,08;3,73;15,73;3,91;19,2;9,71;49,21;28,65;2,21
Sun;31;01;2016;12:15;267,21;54,17;24,83;16,79;39,16;3,72;15,73;3,9;19,17;9,69;49,21;28,64;2,2
Sun;31;01;2016;12:30;265,3;54,16;24,87;16,82;38,18;3,73;15,72;3,9;19,17;9,73;48,15;28,67;2,21
Sun;31;01;2016;12:45;267,21;54,15;24,88;16,8;38,08;3,72;15,72;3,9;19,17;10,72;49,16;28,69;2,21
Sun;31;01;2016;13:00;266,45;54,23;24,86;16,81;38,19;3,73;15,73;3,91;19,2;9,65;49,2;28,75;2,21
Sun;31;01;2016;13:15;267,32;54,16;24,88;16,82;39,13;3,72;15,72;3,9;19,18;9,7;49,18;28,73;2,21
Sun;31;01;2016;13:30;266,27;54,16;24,86;16,81;38,1;3,74;15,72;3,91;19,17;9,69;49,16;28,73;2,21
Sun;31;01;2016;13:45;266,44;54,09;24,9;16,82;39,19;3,73;15,71;3,9;19,17;9,71;48,24;28,78;2,2
Sun;31;01;2016;14:00;267,47;54,23;24,93;16,81;38,09;3,73;15,74;3,9;19,22;10,69;49,16;28,78;2,21
Sun;31;01;2016;14:15;266,49;54,17;24,9;16,81;38,15;3,72;15,72;3,9;19,21;9,71;49,2;28,8;2,21
Sun;31;01;2016;14:30;266,38;54,19;24,8;16,81;38,15;3,72;15,73;3,91;19,19;9,69;49,22;28,78;2,21
Sun;31;01;2016;14:45;266,46;54,16;24,89;16,83;38,12;3,71;15,73;3,9;19,23;9,69;49,22;28,77;2,21
Sun;31;01;2016;15:00;267,79;54,3;24,91;16,83;39,17;3,72;15,73;3,9;19,21;10,75;48,28;28,79;2,21
Sun;31;01;2016;15:15;266,55;54,2;24,91;16,84;38,2;3,71;15,72;3,92;19,25;9,69;49,12;28,79;2,21
Sun;31;01;2016;15:30;266,62;54,21;24,85;16,84;38,19;3,72;15,73;3,91;19,24;9,67;49,22;28,83;2,21
Sun;31;01;2016;15:45;267,42;54,27;24,85;16,83;39,11;3,71;15,73;3,9;19,23;9,68;49,17;28,74;2,21
Sun;31;01;2016;16:00;266,73;54,25;24,89;16,84;38,22;3,72;15,74;3,91;19,23;9,68;49,24;28,81;2,2
Sun;31;01;2016;16:15;266,74;54,31;24,86;16,83;38,23;3,72;15,73;3,9;19,23;10,72;48,22;28,8;2,21
Sun;31;01;2016;16:30;266,58;54,28;24,89;16,83;38,17;3,72;15,73;3,9;19,22;9,66;49,2;28,77;2,22
Sun;31;01;2016;16:45;267,65;54,32;24,85;16,83;39,15;3,71;15,73;3,9;19,22;9,72;49,25;28,75;2,21
Sun;31;01;2016;17:00;266,7;54,28;24,93;16,84;38,24;3,73;15,73;3,91;19,23;9,68;49,15;28,77;2,21
Sun;31;01;2016;17:15;266,61;54,27;24,89;16,82;38,24;3,72;15,73;3,9;19,25;9,69;49,21;28,69;2,21
Sun;31;01;2016;17:30;267,59;54,18;24,89;16,82;39,17;3,73;15,73;3,91;19,22;10,7;48,26;28,79;2,2
Sun;31;01;2016;17:45;266,79;54,29;24,92;16,83;38,29;3,72;15,74;3,9;19,24;9,73;49,17;28,75;2,21
Sun;31;01;2016;18:00;266,62;54,32;24,81;16,83;38,1;3,72;15,73;3,91;19,3;9,66;49,28;28,75;2,21
Sun;31;01;2016;18:15;266,6;54,34;24,83;16,84;38,2;3,72;15,75;3,9;19,17;9,7;49,19;28,74;2,21
Sun;31;01;2016;18:30;266,73;54,27;24,9;16,82;39,27;3,73;15,73;3,91;19,2;9,69;48,2;28,8;2,21
Sun;31;01;2016;18:45;267,58;54,26;24,83;16,83;38,17;3,72;15,73;3,9;19,2;10,68;49,23;28,81;2,22
Sun;31;01;2016;19:00;267,69;54,15;24,85;16,85;39,3;3,72;15,75;3,9;19,2;9,71;49,23;28,82;2,2
Sun;31;01;2016;19:15;266,78;54,3;24,85;16,84;38,21;3,72;15,74;3,9;19,22;9,68;49,31;28,81;2,21
Sun;31;01;2016;19:30;266,79;54,33;24,87;16,84;38,21;3,73;15,74;3,91;19,2;9,74;49,17;28,85;2,22
Sun;31;01;2016;19:45;266,7;54,33;24,82;16,84;38,25;3,72;15,74;3,9;19,18;10,64;48,29;28,77;2,21
Sun;31;01;2016;20:00;267,41;54,11;24,86;16,86;39,09;3,73;15,73;3,91;19,18;9,71;49,19;28,81;2,22
Sun;31;01;2016;20:15;266,61;54,36;24,83;16,85;38,2;3,72;15,73;3,9;19,18;9,67;49,22;28,75;2,21
Sun;31;01;2016;20:30;266,54;54,24;24,81;16,85;38,11;3,74;15,72;3,91;19,2;9,72;49,26;28,77;2,22
Sun;31;01;2016;20:45;266,65;54,22;24,85;16,86;38,31;3,72;15,74;3,9;19,17;9,7;49,2;28,78;2,2
Sun;31;01;2016;21:00;267,49;54,23;24,8;16,85;39,09;3,74;15,74;3,91;19,17;10,68;48,25;28,84;2,21
Sun;31;01;2016;21:15;266,55;54,28;24,84;16,84;38,18;3,74;15,73;3,9;19,17;9,7;49,2;28,75;2,22
Sun;31;01;2016;21:30;266,58;54,2;24,81;16,85;38,22;3,73;15,74;3,9;19,18;9,67;49,25;28,82;2,21
Sun;31;01;2016;21:45;267,53;54,24;24,8;16,85;39,18;3,73;15,75;3,9;19,19;9,64;49,25;28,8;2,2
Sun;31;01;2016;22:00;265,46;54,21;24,84;16,85;38,15;3,73;15,73;3,91;19,18;9,69;48,2;28,78;2,21
Sun;31;01;2016;22:15;267,44;54,25;24,77;16,82;38,17;3,72;15,73;3,9;19,2;10,68;49,25;28,75;2,21
Sun;31;01;2016;22:30;266,19;54,01;24,79;16,83;38,08;3,73;15,73;3,9;19,18;9,7;49,28;28,77;2,21
Sun;31;01;2016;22:45;267,48;54,15;24,81;16,83;39,23;3,72;15,73;3,9;19,19;9,7;49,22;28,81;2,21
Sun;31;01;2016;23:00;266,22;54,19;24,78;16,82;38,04;3,73;15,73;3,91;19,18;9,66;49,17;28,81;2,2
Sun;31;01;2016;23:15;265,2;54,17;24,82;16,8;38,14;3,72;15,71;3,91;19,17;9,67;48,16;28,73;2,2
Sun;31;01;2016;23:30;267,91;54,02;24,77;16,81;39,04;3,72;15,73;3,91;19,17;10,69;49,19;28,65;2,21
Sun;31;01;2016;23:45;266,02;54,17;24,8;16,79;38,07;3,73;15,72;3,9;19,18;9,67;49,12;28,66;2,21
Mon;01;02;2016;00:00;265,93;54,15;24,81;16,78;37,99;3,73;15,72;3,91;19,17;9,68;49,15;28,65;2,2
Mon;01;02;2016;00:15;266,77;54,02;24,75;16,78;39,18;3,71;15,71;3,9;19,09;9,66;49,11;28,64;2,21
Mon;01;02;2016;00:30;264,48;54,07;24,76;16,78;37,86;3,72;15,72;3,91;19,03;9,67;48,11;28,66;2,2
Mon;01;02;2016;00:45;266,78;54,1;24,79;16,76;37,97;3,71;15,7;3,9;19,16;10,65;49,16;28,66;2,21
Mon;01;02;2016;01:00;265,55;54,07;24,68;16,75;38,05;3,72;15,7;3,9;19,15;9,69;49,05;28,59;2,21
Mon;01;02;2016;01:15;266,33;54,01;24,74;16,74;38,93;3,7;15,7;3,9;19,16;9,64;49,04;28,57;2,2
Mon;01;02;2016;01:30;264,88;53,85;24,77;16,74;37,99;3,71;15,72;3,9;19,16;10,18;48,07;28,58;2,21
Mon;01;02;2016;01:45;265,94;54,02;24,76;16,74;37,97;3,7;15,69;3,9;19,14;10,18;49,04;28,61;2,2
Mon;01;02;2016;02:00;265,26;54,04;24,7;16,74;37,93;3,71;15,69;3,9;19,12;9,66;49,01;28,55;2,21
Mon;01;02;2016;02:15;265,56;54,03;24,74;16,73;38,67;3,7;15,42;3,9;19,11;9,66;48,88;28,52;2,21
Mon;01;02;2016;02:30;263,92;53,81;24,73;16,73;37,89;3,71;15,68;3,9;19,11;9,68;47,96;28,52;2,21
Mon;01;02;2016;02:45;265,18;53,99;24,68;16,74;37,93;3,7;15,68;3,89;19,13;9,67;49,03;28,54;2,21
Mon;01;02;2016;03:00;267,1;53,79;24,72;16,73;38,95;3,7;15,7;3,9;19,11;10,69;49,12;28,48;2,21
Mon;01;02;2016;03:15;264,04;53,99;24,71;16,72;37,87;3,7;15,68;3,9;19,08;9,69;47,96;28,54;2,2
Mon;01;02;2016;03:30;252,78;53,95;24,7;16,72;25,59;3,71;15,69;3,9;19,12;9,68;49,01;28,51;2,21
Mon;01;02;2016;03:45;229,36;53,94;24,69;16,71;2,18;3,7;15,68;3,89;19,1;9,68;49,04;28,53;2,21
Mon;01;02;2016;04:00;326,47;53,79;24,69;16,71;99,45;3,71;15,69;3,9;19,08;9,68;49,09;28,48;2,2
Mon;01;02;2016;04:15;264,91;53,9;24,75;16,71;37,92;3,69;15,67;3,9;19,08;10,68;48;28,41;2,21
Mon;01;02;2016;04:30;257,4;53,93;24,69;16,71;30,21;3,71;15,67;3,89;19,09;9,68;49,13;28,49;2,2
Mon;01;02;2016;04:45;260,68;53,91;24,72;16,71;33,75;3,69;15,69;3,9;19,09;9,71;48,87;28,43;2,21
Mon;01;02;2016;05:00;264,8;53,95;24,68;16,72;37,85;3,7;15,67;3,9;19,08;9,66;49,01;28,39;2,2
Mon;01;02;2016;05:15;263,81;53,85;24,73;16,7;37,85;3,69;15,68;3,89;19,07;9,68;47,99;28,47;2,2
Mon;01;02;2016;05:30;266,88;53,86;24,73;16,69;38,88;3,71;15,67;3,9;19,1;10,69;49,06;28,39;2,21
Mon;01;02;2016;05:45;264,48;53,75;24,71;16,7;37,79;3,69;15,67;3,9;19,08;9,69;48,91;28,42;2,2
Mon;01;02;2016;06:00;263,88;53,89;24,75;16,7;37,84;3,71;15,69;3,9;19,1;9,68;48,05;28,38;2,21
Mon;01;02;2016;06:15;264,86;53,9;24,71;16,7;37,86;3,69;15,68;3,89;19,09;9,72;48,99;28,41;2,21
Mon;01;02;2016;06:30;266,77;53,85;24,74;16,7;38,78;3,7;15,69;3,9;19,12;10,66;49;28,42;2,21
Mon;01;02;2016;06:45;264,87;53,9;24,72;16,7;37,85;3,69;15,68;3,9;19,09;9,71;49,02;28,4;2,21
Mon;01;02;2016;07:00;263,94;53,94;24,74;16,7;37,92;3,71;15,68;3,9;19,06;9,68;48;28,39;2,22
Mon;01;02;2016;07:15;265,85;53,91;24,66;16,71;38,88;3,7;15,68;3,9;19,09;9,72;49,03;28,39;2,21
Mon;01;02;2016;07:30;264,84;53,76;24,74;16,72;37,83;3,72;15,7;3,9;19,09;9,71;49,08;28,39;2,21
Mon;01;02;2016;07:45;266,06;54,03;24,72;16,74;37,83;3,7;15,69;3,89;19,11;10,68;49,05;28,41;2,21
Mon;01;02;2016;08:00;265,35;54,08;24,74;16,73;38,92;3,71;15,69;3,9;19,11;9,7;48,09;28,45;2,21
Mon;01;02;2016;08:15;265,11;53,85;24,71;16,75;37,91;3,71;15,69;3,9;19,13;9,73;49,06;28,46;2,22
Mon;01;02;2016;08:30;265,44;54,1;24,8;16,74;37,83;3,72;15,7;3,9;19,14;9,68;49,12;28,51;2,21
Mon;01;02;2016;08:45;265,66;54,13;24,65;16,78;37,98;3,72;15,74;3,9;19,13;9,73;49,19;28,53;2,21
Mon;01;02;2016;09:00;266,73;54,02;24,73;16,83;38,98;3,73;15,7;3,9;19,16;10,71;48,12;28,63;2,22
Mon;01;02;2016;09:15;266,23;54,23;24,7;16,84;37,95;3,71;15,73;3,9;19,15;9,75;49,19;28,67;2,41
Mon;01;02;2016;09:30;266,51;54,31;24,77;16,87;38,03;3,73;15,74;3,9;19,15;9,72;49,27;28,61;2,41
Mon;01;02;2016;09:45;267,23;54,1;24,78;16,9;39,05;3,72;15,72;3,9;19,18;9,74;49,07;28,67;2,4
Mon;01;02;2016;10:00;267,86;54,3;24,77;16,92;38,16;3,74;15,72;3,93;19,18;10,72;49,24;28,87;2,32
Mon;01;02;2016;10:15;265,63;54,25;24,83;16,93;37,93;3,73;15,74;3,93;19,18;9,75;48,24;28,81;2,32
Mon;01;02;2016;10:30;266,67;54,18;24,74;16,89;38,15;3,75;15,71;3,92;19,18;9,76;49,25;28,83;2,32
Mon;01;02;2016;10:45;267,93;54,32;24,82;16,9;39,1;3,73;15,74;3,92;19,18;9,76;49,3;28,87;2,31
Mon;01;02;2016;11:00;267,64;54,3;24,78;16,91;38,07;3,74;15,72;3,96;19,18;10,73;49,22;28,74;2,31
Mon;01;02;2016;11:15;266,95;54,35;24,86;16,92;38,19;3,74;15,75;3,96;19,18;9,77;49,25;28,69;2,31
Mon;01;02;2016;11:30;268,07;54,36;24,8;16,91;39,19;3,75;15,73;3,98;19,2;9,7;49,28;28,79;2,38
Mon;01;02;2016;11:45;268,47;54,4;24,89;16,89;38,29;3,73;15,73;3,97;19,24;10,77;49,32;28,77;2,47
Mon;01;02;2016;12:00;265,93;54,14;24,89;16,85;38,25;3,75;15,73;3,96;19,17;9,7;48,23;28,79;2,46
Mon;01;02;2016;12:15;267,15;54,34;24,87;16,86;38,27;3,74;15,75;3,96;19,2;9,72;49,34;28,75;2,36
Mon;01;02;2016;12:30;268,05;54,38;24,89;16,86;39,2;3,76;15,73;3,96;19,19;9,72;49,3;28,75;2,32
Mon;01;02;2016;12:45;268,04;54,44;24,96;16,87;38,15;3,74;15,73;3,96;19,23;10,72;49,16;28,79;2,28
Mon;01;02;2016;13:00;267,07;54,4;24,87;16,88;38,38;3,75;15,73;3,95;19,18;9,7;49,21;28,72;2,28
Mon;01;02;2016;13:15;268,12;54,42;24,97;16,84;39,36;3,74;15,74;3,91;19,23;9,72;49,21;28,7;2,28
Mon;01;02;2016;13:30;265,81;54,33;24,81;16,84;38,22;3,74;15,73;3,91;19,24;9,72;48,21;28,79;2,28
Mon;01;02;2016;13:45;267,11;54,48;24,96;16,86;38,15;3,72;15,74;3,9;19,23;9,71;49,23;28,87;2,28
Mon;01;02;2016;14:00;269,08;54,18;24,94;16,83;39,22;3,74;15,74;3,91;19,22;10,72;49,29;29;2,29
Mon;01;02;2016;14:15;266,36;53,5;24,95;16,83;38,23;3,72;15,75;3,91;19,25;9,72;49,24;28,95;2,31
Mon;01;02;2016;14:30;266,36;53,47;24,97;16,83;38,21;3,74;15,74;3,92;19,25;9,76;49,31;28,86;2,31
Mon;01;02;2016;14:45;266,26;53,36;24,96;16,83;38,29;3,74;15,75;3,91;19,25;9,73;49,36;28,76;2,32
Mon;01;02;2016;15:00;267,64;53,45;24,87;16,83;39,8;3,75;15,74;3,93;19,22;10,72;48,27;28,76;2,3
Mon;01;02;2016;15:15;265,85;53,28;24,94;16,84;37,88;3,73;15,74;3,92;19,24;9,71;49,32;28,94;2,31
Mon;01;02;2016;15:30;266,47;53,5;24,93;16,85;38,31;3,75;15,69;3,92;19,24;9,74;49,34;28,9;2,31
Mon;01;02;2016;15:45;268,69;53,75;24,92;16,86;39,32;3,73;15,69;3,92;19,28;10,77;49,27;28,87;2,31
Mon;01;02;2016;16:00;266,55;53,71;24,92;16,88;38,3;3,74;15,7;3,96;19,25;9,75;49,25;28,8;2,3
Mon;01;02;2016;16:15;266,52;53,73;24,89;16,89;38,33;3,73;15,67;3,95;19,24;9,7;49,28;28,83;2,29
Mon;01;02;2016;16:30;267,5;53,73;24,9;16,85;39,38;3,77;15,64;3,96;19,24;9,74;49,23;28,78;2,29
Mon;01;02;2016;16:45;266,45;53,72;24,98;16,84;38,24;3,74;15,65;3,95;19,24;10,71;48,29;28,8;2,29
Mon;01;02;2016;17:00;266,71;53,87;24,9;16,83;38,31;3,74;15,7;3,95;19,25;9,71;49,29;28,77;2,38
Mon;01;02;2016;17:15;266,49;53,75;24,83;16,83;38,37;3,74;15,7;3,94;19,25;9,71;49,29;28,8;2,29
Mon;01;02;2016;17:30;267,84;53,79;24,96;16,84;39,39;3,74;15,68;3,96;19,27;9,72;49,4;28,81;2,29
Mon;01;02;2016;17:45;266,96;53,71;24,96;16,81;38,33;3,73;15,69;3,95;19,7;9,71;49,27;28,8;2,3
Mon;01;02;2016;18:00;267,03;53,71;24,9;16,81;38,4;3,79;15,7;3,96;18,8;10,73;49,2;28,75;2,29
Mon;01;02;2016;18:15;267,48;53,74;24,88;16,85;39,38;3,76;15,68;3,92;19,26;9,74;49,25;28,72;2,3
Mon;01;02;2016;18:30;265,54;53,68;25;16,79;38,37;3,76;15,7;3,92;19,23;9,72;48,01;28,77;2,59
Mon;01;02;2016;18:45;266,34;53,68;24,88;16,79;38,32;3,75;15,7;3,9;19,24;9,68;49,21;28,73;2,47
Mon;01;02;2016;19:00;267,49;53,67;24,89;16,8;38,33;3,77;15,7;3,91;19,22;10,68;49,27;28,73;2,52
Mon;01;02;2016;19:15;267,3;53,55;24,93;16,79;39,4;3,75;15,68;3,9;19,23;9,69;49,3;28,73;2,35
Mon;01;02;2016;19:30;265,96;53,63;24,85;16,8;38,22;3,76;15,68;3,91;19,22;9,74;49,19;28,71;2,25
Mon;01;02;2016;19:45;266,1;53,66;24,86;16,79;38,32;3,74;15,68;3,9;19,25;9,65;49,29;28,7;2,26
Mon;01;02;2016;20:00;266,08;53,67;24,87;16,77;39,28;3,75;15,67;3,91;19,23;9,73;48,21;28,74;2,26
Mon;01;02;2016;20:15;268,17;53,59;24,95;16,8;39,41;3,74;15,7;3,91;19,22;10,68;49,18;28,74;2,25
Mon;01;02;2016;20:30;264,76;53,56;24,84;16,79;37,16;3,75;15,67;3,91;19,22;9,64;49,26;28,7;2,26
Mon;01;02;2016;20:45;238,71;25,45;24,81;16,78;39,3;3,75;15,69;3,9;19,23;9,7;49,09;28,75;2,26
Mon;01;02;2016;21:00;293,02;81,69;24,85;16,78;38,18;3,75;15,67;3,91;19,24;9,69;48,24;28,76;2,26
Mon;01;02;2016;21:15;265,98;53,57;24,81;16,81;38,35;3,75;15,68;3,91;19,22;9,71;49,21;28,72;2,25
Mon;01;02;2016;21:30;266,92;53,59;24,83;16,82;38,17;3,75;15,68;3,9;19,24;10,72;49,23;28,74;2,26
Mon;01;02;2016;21:45;266,79;53,52;24,8;16,8;39,31;3,74;15,67;3,9;19,24;9,66;49,12;28,76;2,25
Mon;01;02;2016;22:00;265,78;53,56;24,81;16,77;38,21;3,75;15,69;3,93;19,23;9,7;49,23;28,7;2,19
Mon;01;02;2016;22:15;264,53;53,47;24,78;16,78;38,22;3,72;15,67;3,9;19,24;9,71;48,09;28,74;2,21
Mon;01;02;2016;22:30;267,66;53,47;24,85;16,79;39,18;3,72;15,66;3,91;19,24;10,71;49,22;28,72;2,19
Mon;01;02;2016;22:45;265,62;53,57;24,72;16,79;38,19;3,71;15,67;3,9;19,22;9,71;49,2;28,76;2,21
Mon;01;02;2016;23:00;265,43;53,48;24,78;16,78;38,16;3,71;15,67;3,91;19,24;9,7;49,09;28,7;2,2
Mon;01;02;2016;23:15;264,42;53,45;24,8;16,75;38,13;3,71;15,67;3,91;19,22;9,69;48,16;28,73;2,21
Mon;01;02;2016;23:30;266,33;53,4;24,73;16,74;39,18;3,71;15,67;3,91;19,23;9,7;49,15;28,72;2,21
Mon;01;02;2016;23:45;266,23;53,43;24,78;16,77;38,1;3,72;15,66;3,91;19,21;10,71;49,03;28,72;2,2
Tue;02;02;2016;00:00;265,33;53,49;24,75;16,77;38,05;3,72;15,68;3,91;19,22;9,67;49,12;28,75;2,21
Tue;02;02;2016;00:15;265,06;53,38;24,75;16,74;39,1;3,71;15,65;3,9;19,18;9,71;48,04;28,72;2,19
Tue;02;02;2016;00:30;265,03;53,37;24,7;16,73;38,02;3,71;15,65;3,91;19,2;9,7;49,07;28,77;2,2
Tue;02;02;2016;00:45;265,25;53,59;24,8;16,71;38,04;3,7;15,64;3,9;19,18;9,73;49,02;28,72;2,21
Tue;02;02;2016;01:00;264,63;53,2;24,72;16,73;37,98;3,71;15,64;3,91;19,17;10,66;47,99;28,73;2,2
Tue;02;02;2016;01:15;265,76;53,31;24,71;16,69;38,96;3,7;15,64;3,9;19,18;9,71;49,02;28,74;2,21
Tue;02;02;2016;01:30;265,7;53,24;24,75;16,69;39,03;3,71;15,63;3,91;19,16;9,7;48,98;28,71;2,21
Tue;02;02;2016;01:45;263,87;53,37;24,81;16,69;36,9;3,7;15,65;3,9;19,14;9,7;49,08;28,72;2,21
Tue;02;02;2016;02:00;264,3;53,1;24,74;16,69;38,88;3,71;15,62;3,9;19,13;9,71;47,93;28,69;2,2
Tue;02;02;2016;02:15;265,01;53,26;24,65;16,7;37,93;3,71;15,63;3,9;19,15;10,17;49,02;28,67;2,21
Tue;02;02;2016;02:30;265,16;53,33;24,74;16,68;37,96;3,72;15,62;3,9;19,1;10,17;49,01;28,74;2,2
Tue;02;02;2016;02:45;263,28;53,2;24,79;16,69;37,79;3,69;15,64;3,9;19,11;9,67;47,95;28,64;2,2
Tue;02;02;2016;03:00;265,34;53,25;24,69;16,67;38,9;3,7;15,62;3,9;19,12;9,68;48,98;28,62;2,21
Tue;02;02;2016;03:15;265,34;53,25;24,7;16,66;37,87;3,69;15,62;3,9;19,1;10,72;49,03;28,62;2,2
Tue;02;02;2016;03:30;263,21;53,15;24,75;16,65;37,85;3,71;15,62;3,91;19,13;9,64;47,94;28,66;2,2
Tue;02;02;2016;03:45;265,37;53,17;24,71;16,65;38,89;3,69;15,63;3,9;19,14;9,69;49,05;28,62;2,21
Tue;02;02;2016;04:00;264,17;53,11;24,71;16,65;37,83;3,71;15,62;3,9;19,1;9,66;49,07;28,62;2,2
Tue;02;02;2016;04:15;264,18;53,11;24,73;16,65;37,93;3,69;15,63;3,9;19,12;9,69;48,93;28,6;2,2
Tue;02;02;2016;04:30;263,96;53,15;24,69;16,65;37,81;3,71;15,62;3,9;19,08;10,68;47,88;28,6;2,2
Tue;02;02;2016;04:45;265,1;53,09;24,72;16,65;38,81;3,69;15,61;3,9;19,1;9,72;48,99;28,61;2,2
Tue;02;02;2016;05:00;264,19;53,02;24,77;16,65;37,91;3,71;15,63;3,9;19,12;9,69;48,98;28,62;2,2
Tue;02;02;2016;05:15;262,91;53,13;24,7;16,66;37,74;3,69;15,61;3,9;19,06;9,7;47,98;28,55;2,21
Tue;02;02;2016;05:30;265,2;53,06;24,76;16,66;38,93;3,7;15,62;3,9;19,11;9,72;48,93;28,61;2,2
Tue;02;02;2016;05:45;265,02;53,04;24,75;16,65;37,79;3,69;15,61;3,9;19,13;10,71;48,97;28,57;2,21
Tue;02;02;2016;06:00;263,09;53,05;24,7;16,67;37,9;3,71;15,63;3,91;19,15;9,68;47,96;28,55;2,2
Tue;02;02;2016;06:15;264,12;53,18;24,71;16,67;37,82;3,69;15,63;3,89;19,13;9,7;48,92;28,58;2,2
Tue;02;02;2016;06:30;265,07;53,01;24,78;16,67;38,87;3,7;15,62;3,91;19,1;9,7;48,97;28,55;2,21
Tue;02;02;2016;06:45;265,38;53,1;24,72;16,67;39,05;3,7;15,62;3,9;19,15;9,71;49,01;28,54;2,2
Tue;02;02;2016;07:00;263,04;53,02;24,77;16,67;36,75;3,71;15,64;3,91;19,15;10,69;47,97;28,57;2,2
Tue;02;02;2016;07:15;265,24;53,13;24,71;16,69;38,91;3,7;15,64;3,89;19,14;9,73;48,97;28,55;2,2
Tue;02;02;2016;07:30;264,4;53,1;24,72;16,71;37,9;3,71;15,63;3,91;19,15;9,72;49,04;28,63;2,2
Tue;02;02;2016;07:45;263,39;53,15;24,76;16,72;37,87;3,7;15,63;3,9;19,13;9,74;48,03;28,56;2,21
Tue;02;02;2016;08:00;265,73;53,21;24,78;16,72;38,05;3,71;15,63;3,9;19,16;10,66;49,11;28,6;2,2
Tue;02;02;2016;08:15;265,81;53,24;24,86;16,71;38,95;3,71;15,65;3,9;19,19;9,77;49;28,63;2,2
Tue;02;02;2016;08:30;264,74;53,17;24,72;16,71;38,03;3,73;15,64;3,91;19,17;9,72;49,1;28,65;2,2
Tue;02;02;2016;08:45;263,91;53,26;24,73;16,72;38,02;3,72;15,68;3,9;19,19;9,76;48,07;28,67;2,21
Tue;02;02;2016;09:00;266,01;53,23;24,79;16,75;38,99;3,72;15,65;3,91;19,18;9,76;49,12;28,72;2,2
Tue;02;02;2016;09:15;266,34;53,37;24,79;16,73;38,08;3,72;15,67;3,9;19,2;10,71;49,18;28,74;2,27
Tue;02;02;2016;09:30;265,63;53,38;24,7;16,72;38,16;3,74;15,66;3,91;19,19;9,76;49,37;28,81;2,24
Tue;02;02;2016;09:45;265,24;53,41;24,81;16,71;38,14;3,73;15,69;3,91;19,15;9,73;49,02;28,7;2,25
Tue;02;02;2016;10:00;265,6;53,45;24,8;16,72;39,21;3,73;15,67;3,91;19,18;9,73;48,22;28,73;2,25
Tue;02;02;2016;10:15;266,76;53,47;24,81;16,73;38,22;3,73;15,68;3,92;19,18;10,74;49,22;28,81;2,25
Tue;02;02;2016;10:30;266,16;53,59;24,82;16,72;38,22;3,74;15,68;3,93;19,22;9,77;49,33;28,81;2,32
Tue;02;02;2016;10:45;267,12;53,6;24,88;16,73;39,32;3,73;15,65;3,93;19,22;9,73;49,22;28,81;2,31
Tue;02;02;2016;11:00;266,07;53,61;24,86;16,81;38,27;3,73;15,66;3,94;19,2;9,76;49,21;28,74;2,3
Tue;02;02;2016;11:15;267,1;53,43;24,8;16,77;38,28;3,73;15,68;3,93;19,22;10,73;49,24;28,82;2,48
Tue;02;02;2016;11:30;265,3;53,65;24,91;16,77;38,32;3,73;15,67;3,93;19,24;9,78;48,08;28,75;2,45
Tue;02;02;2016;11:45;267,16;53,62;24,89;16,76;39,35;3,73;15,67;3,93;19,2;9,73;49,13;28,73;2,42
Tue;02;02;2016;12:00;267,26;53,67;24,96;16,8;39,27;3,74;15,68;3,93;19,21;9,79;49,1;28,8;2,31
Tue;02;02;2016;12:15;265,86;53,59;24,86;16,81;37,25;3,72;15,68;3,92;19,24;10,78;48,95;28,76;2,3
Tue;02;02;2016;12:30;268,02;54,66;24,95;16,79;39,31;3,73;15,68;3,93;19,2;9,74;48,94;28,82;2,29
Tue;02;02;2016;12:45;266,42;55,12;24,93;16,78;38,29;3,71;15,69;3,93;19,23;9,77;47,96;28,73;2,29
Tue;02;02;2016;13:00;267,39;55,09;24,91;16,8;38,32;3,73;15,69;3,93;19,22;9,7;49,01;28,73;2,29
Tue;02;02;2016;13:15;269,33;55,07;24,95;16,81;39,19;3,72;15,7;3,91;19,23;10,72;48,99;28,75;2,29
Tue;02;02;2016;13:30;267,58;55,14;24,95;16,81;38,29;3,72;15,68;3,92;19,28;9,75;49,02;28,74;2,28
