Vodafone - Realtime Data;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;
At: January 31, 2018 11:09 (Europe/Lisbon);;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC OMCs Report (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Mon;01;05;2017;09:30;92,63;2,18;2,92;2,52;34,46;4,52;4,2;8;2,5;1,89;1,1;25,02;3,33
Mon;01;05;2017;09:45;98,83;2,98;6,31;2,56;34,54;3,93;4,2;11,02;2,49;1,31;1,1;24,97;3,43
Mon;01;05;2017;10:00;102,01;1,49;12,18;2,99;33,97;4,53;4,2;8,56;2,5;1,94;1,2;24,92;3,53
Mon;01;05;2017;10:15;102,73;3,34;8,74;3,02;33,59;4,97;3,78;11,54;2,51;1,51;1,2;24,91;3,63
Mon;01;05;2017;10:30;104,04;1,7;10,08;3,08;33,55;3,66;5,18;12,28;2,53;1,9;1,5;24,96;3,63
Mon;01;05;2017;10:45;107,09;2,4;9,81;3,07;34,54;4,23;5,18;13,22;2,54;1,9;1,5;24,97;3,73
Mon;01;05;2017;11:00;106,44;3,34;10,29;3,46;32,75;4,79;4,09;13,04;2,55;1,9;1,5;24,92;3,83
Mon;01;05;2017;11:15;97,26;1,43;3,21;3,46;33,56;3,69;4,09;12,98;2,55;1,89;1,7;24,99;3,72
Mon;01;05;2017;11:30;102,32;2,56;6,87;3,46;32,95;4,14;4,09;13,04;2,6;1,89;1,9;25;3,82
Mon;01;05;2017;11:45;101,15;3,37;3,95;3,47;33,21;4,54;4,09;13,02;2,64;1,89;2;25,04;3,92
Mon;01;05;2017;12:00;106,53;0,79;9,21;3,49;33,06;4,56;4,09;14,37;3,65;1,89;2,1;25,01;4,32
Mon;01;05;2017;12:15;102,75;3,35;4,67;3,46;32,05;3,77;1,73;13,71;6,88;1,9;2,1;25,02;4,12
Mon;01;05;2017;12:30;118,35;3,38;14,02;3,45;32,54;4,38;4,39;15,32;7,46;1,89;2,1;25,08;4,33
Mon;01;05;2017;12:45;117,15;1,2;14,24;8,04;32,6;4,64;3,68;14,93;4,25;1,9;2,4;25,15;4,12
Mon;01;05;2017;13:00;119,52;3,38;13,36;10,45;31,24;3,78;4,38;15,4;3,31;1,9;2,7;25,09;4,53
Mon;01;05;2017;13:15;120,08;1,94;13,6;9,74;32,47;4,31;4,13;14,66;5,06;1,9;2,8;25,15;4,33
Mon;01;05;2017;13:30;130,83;2,27;19,77;6,98;32,62;4,71;5,73;19,39;5,07;1,91;2,8;25,16;4,43
Mon;01;05;2017;13:45;137,83;3,4;20,59;7,25;32,42;4,21;5,73;24,84;5,08;1,91;2,9;25,19;4,33
Mon;01;05;2017;14:00;128,59;2,01;19;7,31;32,08;4,1;1,21;23,79;4,69;1,91;3,1;25,16;4,22
Mon;01;05;2017;14:15;133,21;1,69;17,25;7,31;33,49;4,47;3,39;25,19;5,54;2,44;3;25,22;4,23
Mon;01;05;2017;14:30;135,54;3,15;20,07;7,3;31,43;3,88;4,21;22,84;7,92;1,95;3,2;25,27;4,33
Mon;01;05;2017;14:45;137,37;1,63;18,9;7,3;32,65;4,41;4,34;24,62;7,81;2,67;3,4;25,32;4,33
Mon;01;05;2017;15:00;137,37;3,15;18,03;7,32;32,86;4,67;4,22;23,99;7,8;2,37;3,4;25,43;4,13
Mon;01;05;2017;15:15;137,7;1,78;20,35;7,31;33,83;3,83;3,42;23,93;7,92;2,31;3,4;25,4;4,23
Mon;01;05;2017;15:30;136,79;2,74;19,76;7,3;31,97;4,03;4,06;23,2;7,68;3,16;3,1;25,46;4,33
Mon;01;05;2017;15:45;141,29;2,29;20,29;7,29;33,72;4,9;4,03;23,84;6,39;2,39;6,3;25,42;4,43
Mon;01;05;2017;16:00;138,72;1,76;21,52;7,34;31,82;4,23;4,04;24,08;6,46;3,04;4,7;25,41;4,33
Mon;01;05;2017;16:15;135,37;2,99;17,9;7,36;31,17;4,08;4,43;23,82;6,88;2,53;4,4;25,41;4,42
Mon;01;05;2017;16:30;158,57;2,35;21,08;7,35;32,24;4,64;3,89;30,58;7,15;3,17;5,5;25,44;15,19
Mon;01;05;2017;16:45;152,98;2,47;18,25;7,34;33,61;3,76;5,62;28,88;7,08;2,67;7,3;25,35;10,65
Mon;01;05;2017;17:00;152,41;2,29;22,27;7,32;33,77;4,18;5,62;28,53;2,74;3,16;7,4;25,39;9,73
Mon;01;05;2017;17:15;146,38;2,24;21,2;7,34;32,28;4,88;3,96;28,17;4,24;3,16;7,5;25,34;6,09
Mon;01;05;2017;17:30;143,83;2,89;19,9;7,3;30,96;4,04;3,96;26,92;5,16;3,16;7,2;25,29;7,06
Mon;01;05;2017;17:45;142,99;1,71;20,01;7,3;32,14;4,55;3,96;27,43;5,15;3,16;7,3;25,37;4,91
Mon;01;05;2017;18:00;146,69;3,15;17,69;7,32;33,02;4,14;3,96;28,14;5,07;3,17;7,5;25,43;8,09
Mon;01;05;2017;18:15;149,61;1,4;19,47;7,29;38,78;4,41;3,96;26,66;5,02;3,16;7,8;25,31;6,37
Mon;01;05;2017;18:30;150,53;3,15;19,78;7,29;39,51;4,2;4,04;24,87;5,01;3,17;7,2;21,99;10,32
Mon;01;05;2017;18:45;131,6;1,65;17,48;7,3;38,64;4,2;4,04;22,02;5,02;3,16;7;16,96;4,14
Mon;01;05;2017;19:00;137,08;2,99;19,8;7,28;38,72;4,18;4,04;22,68;4,44;3,16;7,9;16,34;5,56
Mon;01;05;2017;19:15;129,62;1,74;19,44;7,29;39;4,09;4,04;21,45;3,53;3,15;7,5;13,88;4,51
Mon;01;05;2017;19:30;129,34;2,76;16,38;7,26;40,44;4,35;4,04;22,62;3,56;3,15;7,1;13,39;4,28
Mon;01;05;2017;19:45;130,91;2,03;14,9;7,26;39,7;3,66;4,04;22,43;4,12;3,15;7;13,93;8,69
Mon;01;05;2017;20:00;116,96;2,65;8,14;7,24;38,69;4,18;4,04;20,93;3,59;3,14;5,6;13,35;5,43
Mon;01;05;2017;20:15;119,64;2,17;10,44;7,25;39,11;4,76;4,04;22,47;3,48;3,14;4,5;13,38;4,92
Mon;01;05;2017;20:30;115,98;2,33;10,4;7,22;38,88;3,81;4,04;21,3;4,07;3,12;3,9;12,4;4,52
Mon;01;05;2017;20:45;112,72;2,62;6,59;7,22;37,12;4,43;4,04;22,08;3,74;3,13;3,7;13,69;4,36
Mon;01;05;2017;21:00;101,25;1,97;10,4;7,23;32,36;3,83;3,86;16,53;3,54;3,13;3,2;11,89;3,33
Mon;01;05;2017;21:15;100,87;2,67;7,66;7,22;32,09;4,32;3,86;12,85;4,11;3,14;2,8;13,1;7,06
Mon;01;05;2017;21:30;90,63;1,86;5,15;7,22;33,51;4,54;3,86;12,29;3,5;2,48;2,5;12,44;1,29
Mon;01;05;2017;21:45;99,32;2,71;9,57;7,22;35,78;3,72;3,86;12,04;3,92;3,13;2,3;11,84;3,22
Mon;01;05;2017;22:00;92,79;1,82;4,68;7,2;31,64;4,38;3,86;13,18;3,86;3,13;1,9;11,85;5,3
Mon;01;05;2017;22:15;91,68;2,76;7,87;5,94;31,78;4,28;3,86;11,97;3,5;2,73;1,9;11,87;3,23
Mon;01;05;2017;22:30;84,89;1,72;5,59;2,13;31,57;4,05;3,86;12,02;3,93;3;1,7;11,89;3,44
Mon;01;05;2017;22:45;92,25;3,16;6,46;2,22;31,72;4,35;3,86;12,01;3,93;3,13;1,8;11,94;7,68
Mon;01;05;2017;23:00;80,34;1,19;4,09;2,07;31,53;3,72;2,79;12,13;3,52;2,63;1,7;11,92;3,04
Mon;01;05;2017;23:15;90,73;3,16;6,55;4,04;31,61;4,4;5,36;11,96;4,07;2,74;1,6;11,91;3,34
Mon;01;05;2017;23:30;85,92;1,67;3,86;4,67;30,48;4,54;5,36;11,94;3,79;2,69;1,6;10,1;5,22
Mon;01;05;2017;23:45;80,93;2,79;5,33;2,57;33,36;3,61;1,68;10,52;3,63;2,84;1,6;9,88;3,13
Tue;02;05;2017;00:00;80,5;1,89;3,71;2,32;31,74;4,2;4,11;11,44;4,26;2,42;1,4;9,88;3,13
Tue;02;05;2017;00:15;84,57;2,66;6,95;2,18;30,76;4,82;4,11;10,25;3,67;2,77;1,5;9,87;5,04
Tue;02;05;2017;00:30;79,59;2;3,38;2,17;32,52;3,87;4,11;10,87;3,59;2,85;1,4;9,88;2,95
Tue;02;05;2017;00:45;79,23;2,54;4,61;2,15;31,36;4,54;4,11;9,42;4,12;2,36;1,3;9,91;2,82
Tue;02;05;2017;01:00;82,63;2,45;4,09;2,15;32,77;4,02;4,11;12,69;3,44;2,6;1,4;9,88;3,02
Tue;02;05;2017;01:15;84,44;1,91;3,39;2,12;34,37;4,36;4,01;12,69;3,72;2,26;1,3;9,9;4,42
Tue;02;05;2017;01:30;72,6;2,72;5,87;2,12;29,8;3,91;4,09;2,15;3,7;2,81;1,2;9,92;4,33
Tue;02;05;2017;01:45;73,82;1,58;3,39;2,09;30,82;4,26;4,09;8,25;3,47;2,26;1,3;9,92;2,38
Tue;02;05;2017;02:00;78,27;3,15;3,4;2,08;31,57;4,73;4,09;8,77;4,1;2,27;1,2;9,9;3,02
Tue;02;05;2017;02:15;74,12;1,47;3,4;2,09;31,47;3,75;4,09;7,79;3,38;2,63;1,1;9,92;3,02
Tue;02;05;2017;02:30;78,31;2,8;3,4;2,01;30,82;3,88;4,09;8,63;3,7;1,94;1,1;9,92;6,02
Tue;02;05;2017;02:45;75,85;3,42;3,39;2,1;30,56;4,77;3,77;7,25;3,78;2,55;1,2;9,93;3,12
Tue;02;05;2017;03:00;74,32;1,57;3,39;2,07;32,81;4,34;4,03;7,79;3,31;2,06;1,1;9,91;1,96
Tue;02;05;2017;03:15;76,87;3,07;3,05;2,23;31,19;4,07;4,03;8,77;3,84;2,64;1,1;9,95;2,92
Tue;02;05;2017;03:30;73,59;3,37;2,71;2,1;31;4,19;4,03;6,92;3,59;1,94;0,8;9,92;3,03
Tue;02;05;2017;03:45;75,5;1,23;2,71;1,87;32,1;4,05;4,03;7,75;3,2;1,94;1,1;9,95;5,57
Tue;02;05;2017;04:00;74,04;2,8;2,71;2,39;31,59;4,42;4,03;6,86;2,69;2,33;1;9,94;3,28
Tue;02;05;2017;04:15;72,53;3,38;2,7;2,01;31,11;3,9;4,03;7,56;2,68;2;0,9;9,45;2,82
Tue;02;05;2017;04:30;69,85;1,57;2,7;1,9;31,33;4,31;4,03;6,85;2,68;2,35;1;8,21;2,93
Tue;02;05;2017;04:45;71,92;1,95;2,7;2,26;32,24;4,05;4,03;6,82;2,66;2,09;1;8,23;3,9
Tue;02;05;2017;05:00;73,87;3,44;2,65;1,96;30,57;5,35;4,03;6,91;2,61;1,94;0,8;8,22;5,38
Tue;02;05;2017;05:15;71,51;3,3;2,49;1,96;31,84;5,05;4,03;6,84;2,48;1,94;0,9;8,2;2,48
Tue;02;05;2017;05:30;68,51;0,75;1,79;1,87;32,64;3,29;4,49;6,86;2,65;1,94;1;8,21;3,02
Tue;02;05;2017;05:45;69,22;2,88;2,47;2,17;30,8;4,14;3,48;6,83;2,47;1,94;0,9;8,21;2,92
Tue;02;05;2017;06:00;70,64;3,48;2,47;1,89;30,81;3,61;3,81;6,92;2,64;1,94;0,9;8,19;3,99
Tue;02;05;2017;06:15;69,7;1,73;2,25;2,13;32,82;3,53;4,95;6,87;2,63;1,94;0,8;8,19;1,85
Tue;02;05;2017;06:30;70,85;1,99;1,97;1,97;31,11;3,44;4,95;6,88;2,6;1,94;0,8;8,19;5,02
Tue;02;05;2017;06:45;70,81;3,47;2,47;1,92;31,71;3,3;4,95;6,12;2,46;1,94;0,8;8,18;3,51
Tue;02;05;2017;07:00;70,74;2,19;2,48;2,24;31,53;3,44;4,95;5,3;2,61;1,94;1;8,2;4,87
Tue;02;05;2017;07:15;64,4;0,74;1,81;1,97;32,15;3,27;4,95;5;2,49;1,94;0,7;8,2;1,19
Tue;02;05;2017;07:30;68,8;3,22;2,36;2,01;31,8;3,82;4,15;4,98;2,63;1,94;0,9;8,17;2,83
Tue;02;05;2017;07:45;67,42;2,77;2,53;2,04;31,31;3,59;4,15;6,31;2,54;1,94;1;6,12;3,13
Tue;02;05;2017;08:00;74,8;1,09;2,53;2,02;32,45;3,36;1,03;5,69;2,6;1,43;0,9;18,28;3,42
Tue;02;05;2017;08:15;85,8;3,35;2,14;2,05;30,76;3,28;3,26;6,79;2,64;1,49;1;25,18;3,89
Tue;02;05;2017;08:30;87,06;2,89;2,88;2,06;30,95;3,34;3,24;8,24;2,69;1,53;1,1;25,11;3,03
Tue;02;05;2017;08:45;88,58;1,14;3,16;2,1;32,07;3,9;4,25;8,09;2,88;1,59;1;25,06;3,33
Tue;02;05;2017;09:00;97,3;3,34;2,72;2,15;35,07;3,9;4,25;10,12;2,76;1,54;1,3;24,92;5,22
Tue;02;05;2017;09:15;93,83;2,32;2,94;2,21;33,6;3,9;3,32;11,89;2,9;1,7;1,4;23,56;4,07
Tue;02;05;2017;09:30;100,27;1,24;8,26;2,3;31,85;3,87;3,32;11,91;4,25;1,62;1,6;26,82;3,23
Tue;02;05;2017;09:45;102,27;3,33;8,39;2,54;31,04;3,65;3,32;14,68;4,32;1,65;1,7;24,33;3,33
Tue;02;05;2017;10:00;116,37;1,28;8,66;2,78;32,06;3,55;3,32;25,2;4,42;1,84;2,3;23,52;7,43
Tue;02;05;2017;10:15;116,62;3;10;3,18;31,56;3,96;3,32;26,98;6,58;1,67;2,7;19,57;4,1
Tue;02;05;2017;10:30;117,32;2,09;11,57;3,16;32,28;3,82;3,32;25,23;6,48;1,72;3,1;20,94;3,61
Tue;02;05;2017;10:45;125,64;1,91;12,35;3,5;31,35;2,96;3,32;26,32;7,45;1,84;3,8;24,32;6,51
Tue;02;05;2017;11:00;124,22;3,35;12,37;4,13;31,82;3,51;3,32;24,64;7,11;1,84;4,3;23,07;4,76
Tue;02;05;2017;11:15;135,19;0,94;12,46;10,76;32,57;3,51;3,32;25,01;8,49;1,76;6;25,27;5,1
Tue;02;05;2017;11:30;140,94;3,32;14,27;9,02;32,85;3,67;3,32;25,45;8,46;1,82;6,4;24,35;8,01
Tue;02;05;2017;11:45;140,81;2,77;15,79;7,29;32,36;3,79;1,23;31,37;8,09;1,9;6,7;25,33;4,2
Tue;02;05;2017;12:00;144,47;0,97;15,94;9,27;33,3;3,51;3,5;31,12;7,03;1,9;6,5;25,37;6,06
Tue;02;05;2017;12:15;149,54;3,34;16,04;7,12;32,63;3,52;3,92;28,34;6,72;1,9;7,4;28,4;10,22
Tue;02;05;2017;12:30;145,91;2,06;16,19;7,46;33,1;3,16;3,92;29,14;7,06;1,9;8,6;30,67;2,65
Tue;02;05;2017;12:45;156,43;2,17;16,31;7,51;33,07;4,37;3,92;29,19;7,11;1,91;9,2;28,66;13,02
Tue;02;05;2017;13:00;158,23;3,33;16,3;8,95;32,8;3,9;3,92;29,07;7,14;1,99;13,3;27,85;9,69
Tue;02;05;2017;13:15;165,98;2,42;16,45;7,1;32,26;3,11;3,92;28,76;7,15;1,97;13,1;28,78;20,96
Tue;02;05;2017;13:30;163,31;2,2;23,88;7,25;34,41;4,37;5,54;28,65;7,15;2,79;11,7;25,37;9,99
Tue;02;05;2017;13:45;168,2;2,41;23,87;7,36;32,94;3,8;5,71;28,84;7,15;3,19;11,6;25,04;16,27
Tue;02;05;2017;14:00;163,15;2,32;24,13;7,44;32,95;3,66;5,7;28,94;7,45;3,18;12,3;22,37;12,72
Tue;02;05;2017;14:15;169,98;1,94;24,26;7,5;31,92;3,47;5,72;29,91;7,23;3,17;12,3;27,57;14,98
Tue;02;05;2017;14:30;175,39;2,73;24,93;7,5;34,67;3,99;4,29;31,47;7,33;3,17;10,9;27,93;16,49
Tue;02;05;2017;14:45;170,84;1,58;24,45;7,53;34,26;3,23;4,27;29,41;7,71;3,16;11,5;27,59;16,15
Tue;02;05;2017;15:00;172,82;3,15;24,97;7,56;34,56;3,54;4,27;30,41;7,51;3,16;12;25,66;16,03
Tue;02;05;2017;15:15;177,64;1,5;26,92;7,57;37,76;3,64;2,82;30,39;7,51;3,16;12,1;28,26;16,01
Tue;02;05;2017;15:30;175,95;3,15;25,04;7,58;36,18;3,76;2,82;29,23;7,59;2,49;12,6;29,85;15,67
Tue;02;05;2017;15:45;174,4;1,66;26,46;7,59;33,42;3,87;2,82;29,92;7,93;3,17;11,6;29,81;16,15
Tue;02;05;2017;16:00;172,31;2,47;26,42;7,61;33,71;3,65;2,75;30,24;7,73;3,16;12,5;26,31;15,75
Tue;02;05;2017;16:15;169,4;2,34;26,18;7,6;33,19;3,38;3,3;29,61;7,84;3,17;11,7;25,61;15,48
Tue;02;05;2017;16:30;167,6;1,74;26,33;7,61;33,42;3,89;3,29;29,55;7,37;3,17;13,3;25,78;12,18
Tue;02;05;2017;16:45;177,93;3,08;27,62;7,61;36,66;3,78;3,42;29,55;7,54;3,16;11,8;29,52;14,2
Tue;02;05;2017;17:00;177,47;1,51;25,58;7,61;36,01;3,93;3,42;31,63;8,01;3,17;12,1;29,44;15,07
Tue;02;05;2017;17:15;173,31;3,14;27,35;7,59;32,84;3,74;3,42;31,05;7,47;3,17;12,7;25,64;15,2
Tue;02;05;2017;17:30;173,15;1,57;27,54;7,58;31,99;3,98;3,42;28,77;7,4;3,18;13,3;25,63;18,81
Tue;02;05;2017;17:45;166,49;2,56;26,39;7,55;33,04;4,03;3,42;29,31;7,78;3,17;10,9;25,57;12,78
Tue;02;05;2017;18:00;166,6;2,26;24,72;7,56;31,88;3,22;4,39;28,54;7,49;3,18;12;25,68;15,69
Tue;02;05;2017;18:15;177,37;1,96;29,19;7,54;33,35;3,79;4,39;28,61;7,79;3,19;12,5;29,22;15,84
Tue;02;05;2017;18:30;176,53;2,66;22,66;7,53;32,54;2,97;3,61;29,2;7,63;3,19;13,7;29,74;21,12
Tue;02;05;2017;18:45;161,01;2,05;23;7,5;32,89;3,18;3,61;30,67;7,78;3,18;10,8;25,97;10,38
Tue;02;05;2017;19:00;162,57;2,56;22,98;7,36;31,85;3,16;3,61;27,69;7,25;3,18;11,5;25,46;15,96
Tue;02;05;2017;19:15;164,47;2,29;21,29;7,25;33,52;3,38;3,61;29,09;7,39;3,17;12,5;25,47;15,52
Tue;02;05;2017;19:30;171,61;1,69;21,1;7,12;32,53;3,4;3,61;27,91;7,28;3,17;13,8;25,41;24,6
Tue;02;05;2017;19:45;153,86;3,15;23,72;7,03;32,21;3,03;4,69;28,04;7,76;3,17;10,1;25,34;5,62
Tue;02;05;2017;20:00;151,54;1,58;16,9;6,92;32,6;4,18;4,69;29,23;7,06;3,16;12,2;28,13;4,89
Tue;02;05;2017;20:15;156,32;2,76;19,59;6,83;31,98;3,84;4,69;30,69;7,07;3,16;11,5;29,35;4,86
Tue;02;05;2017;20:30;146,27;1,98;18,97;6,79;32,7;3,55;4,64;27,13;7,08;3,14;10,6;25,5;4,18
Tue;02;05;2017;20:45;146,9;2,22;18,94;6,7;31,08;3,47;4,64;28,54;7,07;3,15;11,7;25,37;4,04
Tue;02;05;2017;21:00;149,73;2,66;18,75;6,66;32,64;3,72;4,64;27,64;7,07;3,15;8,8;25,2;8,82
Tue;02;05;2017;21:15;133,95;1,69;13,59;6,66;30,92;3,24;4,64;23,69;6,98;3,15;10,2;25,27;3,93
Tue;02;05;2017;21:30;138,33;3,14;15,12;6,58;32,77;3,35;4,64;23,62;5,54;3,15;10;25,3;5,12
Tue;02;05;2017;21:45;136,77;1,78;20,51;6,52;31,22;2,96;2,14;22,47;5,08;3,16;7,9;25,35;7,69
Tue;02;05;2017;22:00;131,37;1,85;17,41;6,47;31,9;3,34;3,24;23,5;5,07;3,15;6,3;25,31;3,84
Tue;02;05;2017;22:15;130,7;3,13;14,16;6,41;31,77;2,91;3,28;24,16;5,03;3,15;5,1;25,35;6,24
Tue;02;05;2017;22:30;117,84;1,58;9,17;6,36;32,79;3,51;3,28;21,85;4,97;3,15;5,2;22,68;3,31
Tue;02;05;2017;22:45;110,9;2,53;7,78;6,35;32,79;2,91;3,28;23,47;3,46;3,15;4,2;17,57;3,42
Tue;02;05;2017;23:00;120;2,29;11;6,32;30,66;2,92;3,28;23,97;2,92;3,13;4,1;19,62;9,8
Tue;02;05;2017;23:15;105,89;1,68;6,38;6,32;32,46;3,55;3,28;22,01;2,94;3,13;4;16,62;3,52
Tue;02;05;2017;23:30;109,79;2,85;9,4;6,33;32,21;3,13;3,01;22,94;2,58;3,13;4;16,19;4,03
Tue;02;05;2017;23:45;107,67;2,08;5,53;6,32;32,44;3,44;3,26;23,74;2,78;3,14;4;16,32;4,63
Wed;03;05;2017;00:00;108,4;1,75;10,81;6,3;31,95;4,39;3,36;21,78;2,99;3,13;3,9;14,74;3,32
Wed;03;05;2017;00:15;106,05;2,98;7,3;6,31;31,1;3,32;3,36;22,1;2,99;3,13;4;16,23;3,22
Wed;03;05;2017;00:30;110,28;1,81;6,06;6,3;32,77;3,77;3,36;23,32;2,99;3,13;3,6;15,1;8,08
Wed;03;05;2017;00:45;104,5;2,27;7,45;6,35;32,76;3,63;3,36;22,01;2,99;3,13;3,4;14,78;2,35
Wed;03;05;2017;01:00;101,61;2,5;6,5;6,31;30,37;4,17;3,36;21,29;2,98;3,13;3,2;14,78;3,02
Wed;03;05;2017;01:15;101,97;1,57;4,72;6,32;32,03;3,9;3,49;22,71;2,99;3,13;3,1;14,8;3,23
Wed;03;05;2017;01:30;103,52;2,94;7,06;4,05;31,11;3,23;3,49;21,27;2,99;3,13;2,8;14,77;6,68
Wed;03;05;2017;01:45;95,4;1,69;5,26;2;32,47;4,27;3,49;21,72;2,99;3,13;2,5;14,78;1,09
Wed;03;05;2017;02:00;96,13;2,39;4,97;2,1;31,85;3,51;3,49;21,67;2,99;3,06;2,4;14,79;2,92
Wed;03;05;2017;02:15;91,21;2,31;6,71;2,15;31,23;3,82;3,49;16,53;2,98;2,54;2,4;13,92;3,13
Wed;03;05;2017;02:30;88,12;1,93;3,74;2,13;31,07;3,85;3,49;13,3;2,98;3,12;2,1;13,68;6,75
Wed;03;05;2017;02:45;91,31;3,2;7,37;2,14;32,16;2,96;3,49;14,95;2,99;2,23;1,9;14,78;3,14
Wed;03;05;2017;03:00;86,53;1,63;3,43;3,2;30,97;3,44;3,49;15,42;2,98;3,13;1,9;13,9;3,04
Wed;03;05;2017;03:15;91,54;3,35;6,95;4,41;32,19;2,96;3,49;14,17;2,98;2,5;1,7;13,72;3,13
Wed;03;05;2017;03:30;87,98;1,37;3,66;2,76;32,96;3,4;3,49;15,07;2,98;2,56;1,7;13,28;4,73
Wed;03;05;2017;03:45;86,86;3,33;3,44;2,4;30,24;3,18;5,41;14,95;2,98;2,63;1,7;13,29;3,32
Wed;03;05;2017;04:00;89,33;1,47;6,47;2,31;32,12;4,01;5,71;13,83;2,98;2,3;1,7;13,3;3,14
Wed;03;05;2017;04:15;82,84;3,2;3,47;2,22;30,91;3,53;5,53;10,13;2,99;2,64;1,6;13,29;3,34
Wed;03;05;2017;04:30;81,8;1,79;3,46;2,24;32,46;3,94;5,58;9,55;2,99;2,62;1,6;13,2;2,38
Wed;03;05;2017;04:45;86,64;2,15;3,45;2,28;31,59;3,69;5,62;11,69;2,99;2,13;1,6;13,2;6,27
Wed;03;05;2017;05:00;81,59;2,46;3,43;2,22;31,7;3,76;3,34;11,14;2,99;2,7;1,5;13,21;3,13
Wed;03;05;2017;05:15;81,49;2,34;3,42;2,31;32,41;3,41;3,49;11,55;2,99;1,94;1,4;13,21;3,03
Wed;03;05;2017;05:30;81,63;2,15;3,41;2,23;30,64;3,94;3,49;11,61;2,99;2,81;1,5;13,18;3,67
Wed;03;05;2017;05:45;83,54;2,66;3,41;2,22;32,03;3,8;3,49;12,37;2,99;1,9;1,5;13,21;3,97
Wed;03;05;2017;06:00;81,61;1,48;3,43;2,25;31,37;3,38;3,49;11,15;2,99;2,7;1,5;13,18;4,69
Wed;03;05;2017;06:15;82,41;3,11;3,41;2,27;32,07;3,94;3,49;11,48;2,99;1,93;1,5;13,17;3,03
Wed;03;05;2017;06:30;80,3;1,35;3,19;2,37;31,47;3,42;3,49;11,5;2,99;1,93;1,5;13,19;3,9
Wed;03;05;2017;06:45;80,68;2,91;2,89;2,32;30,68;3,7;3,49;12,42;2,98;2,46;1,5;13,18;2,15
Wed;03;05;2017;07:00;81,22;1,88;2,9;2,43;32,1;3,33;3,1;11,19;2,98;1,89;1,6;13,16;4,67
Wed;03;05;2017;07:15;85,91;2,48;2,91;2,45;31,54;3,78;3,1;12,85;3,28;2,66;1,5;13,38;5,97
Wed;03;05;2017;07:30;108,32;1,97;2,91;2,54;32,23;3,12;3,1;18,9;3,65;1,93;1,7;30,82;5,47
Wed;03;05;2017;07:45;106,95;2,25;3,78;2,9;31,05;3,24;3,1;25,69;4,68;1,93;1,9;25,24;1,19
Wed;03;05;2017;08:00;111,39;2,17;3,42;2,69;32,83;3,26;3,1;27,01;3,89;1,93;2,1;25,17;3,82
Wed;03;05;2017;08:15;120,72;2,61;7,33;3,31;31,7;3,19;3,1;26,7;4,09;2,27;2,4;25,19;8,83
Wed;03;05;2017;08:30;117,54;1,92;9,1;3,49;32,63;3,24;3,1;25,95;4,1;1,89;3,2;25,16;3,75
Wed;03;05;2017;08:45;122,79;2,58;7,96;3,53;31,78;3,58;3,1;25,95;8,23;2,45;4,4;25,13;4,1
Wed;03;05;2017;09:00;142,87;1,72;11,51;9,34;32,56;4,85;3,12;26,24;8,12;1,93;3,9;25,1;14,46
Wed;03;05;2017;09:15;158,26;2,92;11,61;10,08;30,92;5,32;3,57;30,33;9,63;1,93;4,2;24,95;22,81
Wed;03;05;2017;09:30;142,82;1,74;10,33;7,33;31,23;3,86;3,6;33,21;9,56;1,93;4,6;23,81;11,62
Wed;03;05;2017;09:45;150,05;2,66;12,47;7,34;33,41;3,22;5,66;32,91;9,18;1,93;5,6;23,33;12,34
Wed;03;05;2017;10:00;165,81;2,15;13,09;7,49;32,39;3,7;5,66;32,96;9,28;2,09;9,3;23,01;24,68
Wed;03;05;2017;10:15;155,06;2,22;13,75;7,51;33,57;3,81;5,66;29,33;9,44;2,26;9,9;25,22;12,4
Wed;03;05;2017;10:30;150,95;2,27;13,8;7,51;32,55;3,56;5,66;28,98;9,81;2,31;13,8;22,08;8,63
Wed;03;05;2017;10:45;167,73;2,23;16,5;7,53;33,43;3,98;5,66;29,12;9,37;2,16;12,2;25,13;20,42
Wed;03;05;2017;11:00;167,75;2,59;15,2;7,58;31,32;3,35;5,66;32,83;9,11;2;11,7;28,57;17,83
Wed;03;05;2017;11:15;168,51;1,52;15,78;9,07;33,55;4,24;5,66;33,5;9,21;2,8;11,4;29,57;12,2
Wed;03;05;2017;11:30;180,15;2,04;17,97;7,39;32,78;3,33;3,35;35,3;9,48;1,97;11,5;28,14;26,9
Wed;03;05;2017;11:45;166,94;3,23;18,21;7,45;32,84;4,26;3,35;34,66;9,87;3,04;12;25,45;12,58
Wed;03;05;2017;12:00;162,96;1,76;18,37;7,64;33,51;3,42;3,35;33,84;10,04;1,94;11,6;25,48;12,01
